idx,company_name,company_website,old_primary,old_secondary,old_confidence,old_reason,new_primary,new_secondary,new_reasoning,agree,website_snippet
40,Kindred Partners,http://www.kindredpartners.com,executive_search,,9,"The company explicitly states it specializes in executive search for venture‑backed technology startups and highlights its long‑standing focus on recruiting executive talent. No other services (staffing, RPO, sourcing, permanent recruiting) are mentioned.",executive_search,,"The firm explicitly markets executive search for venture-backed technology startups, listing numerous SaaS and tech companies as clients, indicating a clear focus on the information technology sector (specifically SaaS). Their emphasis on early and growth-stage VC-backed firms points to a vc_growth client profile, with the stage corresponding to Series B/C and beyond.",YES,"Kindred Partners specializes in executive search services specifically for technology startups, focusing on high-potential companies in the Enterprise, Consumer, and Healthcare sectors. The company has completed over 2,000 searches and has supported $1.4 trillion in growth across its client portfoli"
41,Zeal,http://www.zeal.ventures,executive_search,,9,"The description explicitly states Zeal specializes in executive recruiting for senior‑level (Head of, VP, C‑suite) roles at startups, which matches the definition of executive_search. No other services are mentioned.",executive_search,"permanent_recruiting, sourcing","The firm explicitly markets executive search for early‑stage and growth‑stage startups, emphasizing technology (AI, engineering) and consumer sectors, which points to an information‑technology focus with an AI/ML sub‑industry. Client language (seed to pre‑IPO) aligns with VC‑backed growth companies, leading to a vc_growth profile and series_c_plus stage classification.",YES,"Zeal Talent Ventures specializes in executive recruiting services specifically for startups, focusing on helping early and growth-stage companies attract senior-level talent, including Head of, VP, and C-suite executives. The company targets startups in the seed to pre-IPO stage, indicating a prefer"
42,Combine,http://www.combinegr.com,executive_search,"rpo, permanent_recruiting",8,"The description lists Executive Search, Outsourcing, and Direct Hire as core services. Executive Search is highlighted first and focuses on C‑suite hiring, matching the 'executive_search' definition. Outsourcing aligns with RPO, and Direct Hire corresponds to permanent recruiting.",executive_search,"rpo, permanent_recruiting","The firm highlights executive search, RPO, and direct hire, with a clear emphasis on technology companies, making IT the primary industry. Client examples span retail and logistics, so those are listed as secondary industries. Lack of explicit size or stage cues leads to a mixed client profile and medium confidence.",YES,"Combine Global Recruitment and Outsourcing specializes in providing tailored recruitment solutions for companies seeking to hire top talent globally. Their core services include Executive Search, Outsourcing, and Direct Hire. Executive Search focuses on identifying C-suite and senior management cand"
43,Terransys,http://www.terransys.com,executive_search,"permanent_recruiting, rpo",8,"The firm explicitly mentions a Retained team focusing on VP/Director roles (typical of executive search) and also offers Contingency/Container/RPO teams for other engineering positions, indicating permanent recruiting and RPO as additional services.",executive_search,"permanent_recruiting, rpo","The firm repeatedly emphasizes recruiting technology executives, AI leaders, and software talent for startups, with explicit mentions of Silicon Valley and Los Angeles, indicating a strong focus on the information technology industry and VC‑backed clients. The presence of retained, contingency, and RPO services, plus references to AI, SaaS, and FinTech, support a high‑specificity niche classification.",YES,"Terran Systems is a technical talent acquisition firm that specializes in retained and contingency placements of technology executives, data scientists, and software engineers. The company targets clients in the technology sector, specifically those seeking to fill high-level roles such as VP of AI,"
44,SPMB,http://www.spmb.com,executive_search,,9,"The company explicitly describes itself as the #1 executive search firm, focusing on C‑Level and Board member placements for startups and large multinationals. No other recruiting models (staffing, permanent, RPO, sourcing) are mentioned.",executive_search,,"The firm repeatedly describes itself as the #1 executive search firm for the technology market and lists numerous tech‑focused clients, indicating a dominant IT focus. It explicitly mentions retained (independent) search engagements, confirming a retained business model. Client signals point to growth‑stage VC‑backed tech startups as the primary target, with additional enterprise customers, leading to a mixed client type and vc_growth profile.",YES,SPMB is an executive search firm specializing in connecting innovative companies with leadership talent. The firm has operated for over 40 years and focuses on helping startups achieve scale while assisting established companies in continuous innovation. SPMB serves clients across various industries
45,Genuine Search,http://www.genuinesearchgroup.com,executive_search,,9,"The company is explicitly described as an 'executive search firm' that conducts exclusive, tailored searches for senior‑level positions. No other services such as staffing, RPO, or sourcing are mentioned.",executive_search,,"The firm explicitly markets itself as an executive search firm, indicating a retained model. It lists a wide array of sectors without a dominant one, leading to a multi‑industry classification. Geographic mention of NYC qualifies as a local market, while the lack of size or stage cues results in mixed client type and low specificity.",YES,"Genuine Search Group specializes in recruitment services across various sectors, including Administrative Support, Advertising & Marketing, Construction, Finance & Accounting, Financial Services, Human Resources, Manufacturing, Real Estate, and Technology. The company targets employers and job seeke"
46,CMRG,http://www.gocmrg.com,executive_search,permanent_recruiting,9,"The firm explicitly highlights executive searches as a specialization and states it fills permanent roles through retained and contingency searches, making executive search the dominant offering and permanent recruiting an additional service.",executive_search,permanent_recruiting,"The firm lists a wide array of industries without a clear dominant sector, leading to a multi_industry classification. Services focus on executive search and permanent placement, with both retained and contingency models mentioned, but no single business model is dominant. Client size and stage signals are absent, indicating a mixed client base.",YES,"Creative Marketing + Recruitment Group (CMRG) specializes in executive search and recruitment services, focusing on filling permanent roles through retained and contingency searches. The company targets a variety of industries, including education, healthcare, senior living, health and fitness, tech"
47,SRI Talent,http://www.sritalent.com,executive_search,"permanent_recruiting, staffing",8,"The site explicitly mentions retained search (executive search), contingent placement (permanent recruiting) and contract staffing (staffing). Retained search is listed first, suggesting it is the core focus, with the other two as additional offerings.",executive_search,"permanent_recruiting, staffing","The firm highlights retained search, contingent placement, and contract staffing, indicating a broad service mix with executive search as the most emphasized. Industry signals are spread across aerospace, finance, food, and healthcare with no single dominant sector, leading to a multi‑industry classification and aerospace_defense as the sub‑industry for the first secondary industry. The testimonial from a $6 B healthcare firm and references to large organizations point to an enterprise client focus.",YES,"Systems Research Inc. (SRI) specializes in talent acquisition services, focusing on retained search, contingent placement, and contract staffing. The company aims to connect organizations with top-tier professionals tailored to their specific needs. SRI's ideal clients include companies in sectors s"
48,Outside Lines,http://www.outsidelines.co,executive_search,"staffing, rpo",8,The description repeatedly highlights executive search as a core offering and cites recognition as a top advertising recruiter. It also explicitly mentions contract/contingency workers (staffing) and embedded recruiting (RPO) as additional services.,executive_search,"staffing, rpo","The firm repeatedly emphasizes serving creative/advertising brands, studios, and agencies, indicating a clear niche in the 'other' industry category. Executive search is the flagship offering, with staffing and embedded recruiting (RPO) as secondary services. Client base spans startups to established firms, leading to a mixed company type and profile.",YES,"Outside Lines specializes in recruiting for creative companies, focusing on executive search, targeted search, embedded recruiting, and advisory & talent architecture. The company assists brands, studios, and agencies in finding exceptional talent, from executive leadership to individual contributor"
49,BoardMember,http://www.boardmemberconnect.com,executive_search,sourcing,8,"The firm focuses on recruiting senior‑level, board‑level executives for nonprofits, a classic retained, high‑level search. It also emphasizes nationwide sourcing and vetting, which qualifies as a sourcing service.",executive_search,"sourcing, permanent_recruiting","The firm explicitly focuses on recruiting board members for nonprofit organizations, a clear niche, and also offers board placement programs for Fortune 500 firms. This points to a primary industry of 'other' with sub‑industry 'nonprofit'. Client types span both large nonprofits and corporate boards, leading to a mixed client type and the 'nonprofit_large' profile. No geographic limits are mentioned, indicating national coverage.",YES,"Board Member Connect specializes in nonprofit board recruitment, connecting accomplished leaders with nonprofit organizations since 2010. The company offers services to nonprofits seeking to strengthen their boards by providing access to diverse, senior-level executives who are vetted and passionate"
50,GS2,http://www.gs2partnership.com,executive_search,staffing,8,"The firm explicitly markets ""executive search"" as its core offering for C‑level and leadership roles. It also mentions ""interim"" services, which are typically temporary/contract placements, indicating a staffing component.",executive_search,"staffing, sourcing","The firm emphasizes executive search for sustainability‑focused roles across energy, finance and built‑environment sectors, indicating a niche but spread across multiple industries, so primary_industry is set to multi_industry with finance and construction as secondary. No explicit pricing or contract model is given, leading to a not_specified business model. Client size is unclear, so a mixed client profile is used.",YES,"GS2 Partnership is a recruitment firm that specializes in hiring for the energy, finance, and built environment sectors. The company focuses on supporting purpose-led businesses that are engaged in social infrastructure and placemaking projects, as well as those driving the energy economy, including"
51,Inkwell,http://www.inkwell.co,executive_search,,9,"The company describes itself as an ""executive search platform"" that matches companies with top‑tier, high‑salary professionals via a referral network and smart‑matching technology. No other distinct services (staffing, permanent recruiting, RPO, or pure sourcing) are explicitly mentioned.",executive_search,,"The site positions Inkwell as an executive search platform with a referral‑based model, which clearly defines the primary service. No industry, role, or client‑size signals are provided, so the industry is treated as multi_industry and the client profile as mixed_types. Business model and geography are not stated, leading to a moderate confidence level.",YES,"Inkwell is an executive search platform that utilizes a referral network and smart-matching technology to connect companies with top-tier candidates more efficiently than traditional methods. The company targets organizations looking to hire high-powered professionals, particularly in industries whe"
52,Consultative,http://www.consultativesg.com,executive_search,permanent_recruiting,9,"The firm is explicitly described as an 'executive search firm' focusing on senior C‑level and VP roles, which is the dominant service. It also lists many non‑executive positions (directors, managers, analysts) indicating they perform broader permanent recruiting beyond executive‑only placements.",executive_search,permanent_recruiting,"The firm clearly positions itself as an executive search provider for senior finance, IT, and HR functions, but it does not name any target industry or client size, leading to a multi‑industry classification with finance as the first secondary industry and accounting as the sub‑industry. The lack of geographic or business‑model details reduces confidence.",YES,"Consultative Search Group (CSG) specializes in recruitment services, acting as advisors and business partners rather than traditional recruiters. The company focuses on placing individuals in three primary areas: Accounting & Finance, Information Technology, and Human Resources. In Accounting & Fina"
53,Executive,http://www.executivejobsearch.net,executive_search,,8,"The company focuses exclusively on C‑Suite job search assistance, positioning, branding, and interview support, which aligns with executive‑level hiring services (executive search). No other service types are mentioned.",executive_search,,"The firm explicitly markets executive search services for C‑suite leaders with high salary ranges, indicating a clear niche (executive search). No industry or sector is mentioned, so the industry is classified as multi_industry. The lack of geographic or pricing details leads to an unknown geography and not_specified business model, while the target hiring firms are presumed to be large enterprises.",YES,"Browning Associates specializes in executive job search solutions for high-income leaders, specifically targeting C-Suite professionals seeking positions with salaries ranging from $250,000 to $1.5 million. The company has over 30 years of experience and has facilitated 7,500 executive-level hires, "
54,Forshay,http://www.forshay.com,executive_search,"permanent_recruiting, staffing",9,The text explicitly highlights executive search as a core offering and also mentions direct‑hire recruiting (permanent placement) and interim experts (temporary staffing). No other service categories are clearly stated.,executive_search,"staffing, permanent_recruiting","The firm clearly markets executive search and interim HR services, indicating an executive_search primary service with staffing and permanent recruiting as secondary. No single industry dominates the narrative; only a media client (Pixar) is mentioned, so multi_industry is appropriate. Client types range from large enterprises to unspecified progressive firms, leading to a mixed client profile.",YES,"Forshay is an executive search firm specializing in interim HR and human resources solutions. The company focuses on recruiting talent, providing interim placements, and offering organizational consulting services. Its core offerings include executive search, interim talent placement, organizational"
55,Tap,http://www.tapartners.org,executive_search,,9,"Both Talent Acquisition Partners and KiTalent explicitly describe themselves as executive search firms that use direct headhunting to reach passive talent, with no mention of staffing, RPO, permanent recruiting, or separate sourcing‑only offerings.",executive_search,sourcing,"KiTalent is described as an executive search firm with a pay‑upon‑value model, indicating contingency executive search. The client list and explicit mention of insurance and finance point to finance as the dominant industry, with insurance as the sub‑industry. Clients are large public corporations, so enterprise_public is appropriate. No geography is provided.",YES,"KiTalent is an executive search firm that specializes in connecting organizations with qualified candidates within 7 to 10 days. The firm targets forward-thinking organizations, particularly those facing challenges with lengthy hiring cycles and high offer rejection rates. KiTalent has worked with o"
56,Career Development,http://www.careerdevelopmentpartners.com,executive_search,permanent_recruiting,8,"The description explicitly states the company provides executive search, making it the dominant service. It also mentions recruitment/outplacement, which aligns with permanent (full‑time) recruiting, so it is listed as a secondary service.",executive_search,permanent_recruiting,"The company highlights executive search and broader talent management services without naming any industry, client size, or geography. This generic positioning leads to a multi‑industry classification and mixed client profile, with low specificity due to lack of niche signals.",YES,"Career Development Partners (CDP) specializes in talent management solutions, offering services such as career transition support, outplacement, leadership development, coaching, mental health services, HR solutions, and recruitment. The company aims to empower organizations to enhance workforce suc"
57,US Quanta,http://www.usquanta.com,executive_search,staffing,8,"The firm describes itself as a boutique executive search firm and highlights Executive Search & Recruitment as a core offering, indicating executive_search as the dominant service. It also mentions Flexible Staffing, which maps to staffing, as an additional service.",executive_search,staffing,"The firm explicitly markets executive search and flexible staffing across many sectors, with only a finance role mention as a hint, leading to a multi‑industry classification. No client size or VC signals are provided, so the client profile is mixed. Geography spans North America and Europe, qualifying as global.",YES,"Quanta U.S., Inc. is a boutique executive search and HR consulting firm that specializes in connecting employers in North America and Europe, particularly Italy, with top-tier talent across various industries. The company offers a complete suite of services, including Executive Search & Recruitment,"
58,Hello Jagger,http://www.hellojagger.com,unknown,,3,"The description only mentions generic ""head hunting"" and talent search without specifying whether it is permanent placement, executive search, staffing, RPO, or sourcing. No explicit service categories are identified, so the primary service cannot be confidently determined.",executive_search,,"The text only describes a generic headhunting service without industry, client size, or geographic details, leading to a multi-industry classification and low specificity. Executive search is inferred from the term 'head hunting', but no business model or client profile is evident.",NO,"Jagger Search Co. is a talent search firm that focuses on creating connections between companies and potential employees. The company specializes in modern headhunting practices tailored for the contemporary job market. It explicitly targets companies looking to fill roles across various sectors, al"
59,Acute,http://www.acute-talent.com,executive_search,"permanent_recruiting, staffing",7,"The site lists Executive Search first and describes it as a dedicated offering, indicating it is the core positioning. It also explicitly mentions Recruitment Services for permanent hires and Staff Augmentation/Staffing 2.0, which are clearly separate services.",executive_search,"staffing, permanent_recruiting","The site lists executive search first, so it is the primary service, with staffing and permanent recruiting as secondary. No industry is emphasized; signals are generic across tech, AI, and BPO, leading to a multi‑industry classification. Lack of client size or sector details results in low specificity and unknown client profile.",YES,"Acute Talent provides talent services focused on connecting organizations with exceptional talent across various regions, including North America, the United Kingdom, and Ibero-America. The company specializes in assembling high-performance teams, although specific details about the services offered"
60,Broadstreet,http://www.broadstreetglobal.com,executive_search,"permanent_recruiting, sourcing",8,"The firm highlights ""professional search experience"" and ""human capital solutions"" for financial services, indicating a focus on senior‑level (C‑suite/VP) placements typical of executive search. It also mentions broader recruitment capabilities, suggesting permanent placement and candidate sourcing as additional services.",executive_search,,"The text emphasizes land infrastructure and real‑estate services (dominant sector) alongside financial‑services consulting, leading to a primary construction industry classification with real_estate_development sub‑industry. Executive‑search language and high‑level client types (institutional investors, large banks) suggest an executive search service for enterprise‑level clients. Geographic focus on the Carolinas defines a local scope.",YES,"Broadstreet Global is a private equity firm based in Greenville, South Carolina, specializing in land infrastructure development and real estate investments. The firm has completed over $5 billion in transactions and manages a portfolio that supports over 3,000 professionals. Broadstreet Global focu"
61,Prosperity HR,http://www.rogers-group.com,executive_search,"permanent_recruiting, staffing",8,"The text repeatedly highlights executive and technical search, mentions retained searches (typical of executive search), and also offers contingent placements and specialized professional contracts, indicating permanent recruiting and staffing services as additional offerings.",executive_search,"permanent_recruiting, staffing","The text only describes executive and technical search services with contingent, retained, and contract options, without naming any industry verticals or client size categories. This lack of sector or client signals leads to an unknown industry and low specificity classification.",YES,"Rogers Group specializes in talent acquisition, focusing on executive and technical search services. The company offers comprehensive recruiting services, including contingent, retained, and specialized professional contracts. Their core operational focus is on finding top talent, defining organizat"
62,GRN Coastal,http://www.grncoastalrecruiters.com,executive_search,"permanent_recruiting, sourcing",8,"The description explicitly lists executive search as a service and positions it prominently. It also mentions entry‑level and college‑hire programs (full‑time placement) and a Talent Marketplace that connects candidates with employers, which aligns with permanent recruiting and sourcing respectively.",executive_search,"permanent_recruiting, staffing","The firm explicitly highlights executive search as a core offering and lists many manufacturing‑related sectors (electrical, automation, HVAC, etc.), indicating a strong niche focus on manufacturing. The breadth of sector mentions (construction, technology) supports secondary industries, while the lack of size or geographic details leads to a mixed client type and unknown geography.",YES,"Global Recruiters Network® Coastal specializes in recruitment solutions specifically for the wholesale distribution and manufacturing sectors. The company targets employers in industries such as electrical, automation, industrial, construction, lighting, technology, energy, industrial supply, plumbi"
63,OSI Jobs,http://www.osijobs.com,executive_search,permanent_recruiting,9,"The firm explicitly describes itself as an executive search firm offering retained and contingency recruitment, which are core executive‑search activities. It also mentions contingency recruitment for broader roles, indicating permanent (full‑time) placement services as a secondary offering.",executive_search,,"The firm explicitly focuses on executive search for food & beverage and medical device manufacturing, indicating a clear niche (high specificity). It mentions both retained and contingency fee structures, serving PE‑backed portfolio companies as well as broader food and device firms, leading to a mixed client type and a mid‑market PE profile. No single industry dominates, so primary_industry is set to multi_industry with retail and manufacturing as secondary.",YES,"OSI Jobs is an executive search firm specializing in the recruitment of professionals in the food and beverage and medical device manufacturing sectors across the United States. The firm has over 20 years of experience and focuses on high-level searches that require confidentiality, rapid filling, a"
64,TruPath,http://www.trupathsearch.com,executive_search,"permanent_recruiting, staffing",8,"The firm describes itself as an executive recruiting firm and highlights executive retained search services for senior leadership roles, indicating executive_search as the dominant offering. It also mentions direct‑hire (permanent) placements and contract‑to‑hire roles, which map to permanent_recruiting and staffing respectively.",executive_search,"permanent_recruiting, staffing","The firm explicitly states it specializes in manufacturing and lists multiple manufacturing sub‑sectors, making manufacturing the dominant industry. It offers executive retained search (retained model) and also permanent and contract‑to‑hire services, indicating executive_search as the primary service. Signals point to a broad client base across the U.S., leading to a mixed client type and national geography.",YES,"TruPath Search is an executive recruiting firm based in Arizona that specializes in finding culturally aligned talent for manufacturing organizations. The company focuses exclusively on the manufacturing industry, providing recruitment services for various sectors including semiconductor, electronic"
65,American Career,http://www.americancareersearch.com,permanent_recruiting,"executive_search, sourcing",7,"The firm focuses on filling mid‑to‑critical level permanent roles using a project‑based search that blends retained (executive‑search) rigor with contingency speed, indicating permanent recruiting as the main offering. The mention of retained‑search methodology and deep candidate identification also signals executive‑search and sourcing capabilities as secondary services.",executive_search,"permanent_recruiting, sourcing","The firm describes a search process typical of executive search with retained and contingency elements, indicating executive_search as the primary service. No industry or client‑size signals dominate, leading to a multi_industry classification and unknown client profile. Geography is limited to North America, which is interpreted as national coverage.",NO,ACS Talent Select is a strategic offering of ACS Global Search that specializes in delivering exceptional talent at mid and critical levels across North America. The company employs a project-based search process that combines the rigor and quality of retained search with the urgency of contingency 
66,Executive Hunt,http://www.executivehunt.com,executive_search,sourcing,9,"The company explicitly states it specializes in executive search for high‑level roles, making that its dominant offering. It also highlights a proactive talent sourcing approach, which qualifies as a distinct sourcing service.",executive_search,sourcing,"The firm explicitly markets executive search, indicating the primary service. No industry, client size, or geographic details are provided, leading to an unknown industry classification and low specificity. References to ""high‑profile businesses and multinational corporations"" suggest enterprise‑level clients, hence the enterprise_public profile.",YES,"Executive Hunt specializes in executive search services, focusing on connecting organizations with high-caliber professionals for critical roles. The company employs consultants who possess extensive industry knowledge, enabling them to refine the search process effectively. Their services include d"
67,Milvet,http://www.themilvet.org,executive_search,sourcing,8,"The firm focuses on placing veterans in leadership (C‑level/VP) roles for PE‑backed and venture‑backed companies, which aligns with executive search. It also explicitly mentions proactive sourcing of candidates, justifying 'sourcing' as a secondary service.",executive_search,"permanent_recruiting, sourcing","The firm explicitly markets veteran placement into leadership roles for private‑equity and venture‑backed high‑growth firms, indicating an executive search focus. It serves multiple sectors (PE portfolios and VC‑backed tech), so industry is multi‑industry with IT and finance as likely secondary. The veteran niche and leadership focus give a high specificity rating.",YES,"TheMilVet specializes in connecting businesses with military veterans for employment opportunities. The company focuses on hiring veterans due to their lower voluntary turnover rates, increased productivity, and positive impact on financial outcomes, as evidenced by studies from the Society for Huma"
68,Vision Search,http://www.visionsearchpartners.com,executive_search,"permanent_recruiting, sourcing",9,"The firm explicitly markets itself as an executive search firm, handling Board, C‑level and VP searches and describing retained‑search characteristics. It also places permanent finance and accounting talent, indicating permanent recruiting, and emphasizes a technology‑driven research methodology, which aligns with sourcing services.",executive_search,"staffing, sourcing","The firm explicitly positions itself as a retained executive search firm focused on financial leadership, with dedicated life‑sciences financial practice, indicating a clear niche. Client examples span finance, biotech/pharma/medical devices, and technology, showing no single dominant industry, thus multi_industry with finance and healthcare as secondary. Their target clients are emerging and middle‑market firms, leading to a mid_market private profile.",YES,"Vision Search Partners is a Connecticut-based executive search firm that specializes in recruiting financial leaders for emerging and middle-market companies. The firm was founded in 2000 and is led by former CPAs and financial executives, leveraging over fifty years of combined search industry expe"
69,Sea Change,http://www.seachangetalent.com,executive_search,,9,"The company explicitly states it provides executive search (and technical search) and positions itself as a talent venture focused on advisory and search, with no mention of staffing, permanent recruiting, RPO, or pure sourcing.",executive_search,sourcing,"The firm emphasizes executive search and advisory for climate, environmental tech, energy, infrastructure, and AI, indicating a niche focus on sustainable/renewable sectors (primary industry 'other' with sub-industry 'renewables'). The mention of growth or scaling innovators points to VC‑backed, Series B/C companies, leading to a vc_growth profile. No geography or pricing model is disclosed, so those fields remain unknown.",YES,"Sea Change Talent Partners specializes in talent advisory and executive search services, focusing on sectors such as climate, environmental technology, energy, infrastructure, and artificial intelligence. The company targets organizations that are likely in the growth or scaling phase, although spec"
70,Executive Job,http://www.executivejobsearch.net,executive_search,,7,"The firm focuses on helping C‑suite and high‑income executives secure new positions, offering branding, resume, and interview support—core activities of an executive search (retained) service aimed at senior‑level placements.",executive_search,,"The firm explicitly offers executive search services for senior leaders, indicating a clear niche (executive‑level hiring) but provides no industry or geographic focus, leading to a multi‑industry classification. The lack of a stated pricing or engagement model results in a 'not_specified' business model. Client types span various company sizes, so 'mixed' and 'mixed_types' best capture the broad target audience.",YES,"Browning Associates specializes in executive job search solutions for leaders seeking positions with compensation ranging from $250,000 to $1.5 million. The company has over 30 years of experience and has facilitated 7,500 executive-level hires, resulting in $225 million in increased salaries for it"
71,Clydes,http://www.clydestaffing.com,staffing,sourcing,8,"The company describes itself as a staffing agency that places personal and executive support talent, which is the dominant offering. It also explicitly mentions handling sourcing, vetting, and training of candidates, indicating a sourcing component.",staffing,sourcing,"The description repeatedly emphasizes premium personal and executive support for high‑net‑worth individuals, families, and entertainment‑industry clients, indicating a clear niche in hospitality‑related staffing. This points to the 'other' industry with a hospitality sub‑industry. Services are staffing‑focused with sourcing as a secondary activity. No explicit business model or geographic scope is given, leading to a mixed client type and moderate confidence.",YES,"Clyde connects personal and executive support talent with discerning individuals and families, focusing on discreet and thoughtful matching. The company specializes in staffing for domestic and corporate environments, placing highly-vetted professionals such as chiefs of staff, executive and persona"
72,Inkwell,http://www.inkwell.co,executive_search,,9,"The company explicitly positions itself as an executive search platform, focusing on high‑salary, senior‑level hires and using a referral network to match candidates, which aligns directly with the executive_search definition. No other services (staffing, permanent recruiting, RPO, sourcing) are mentioned.",executive_search,"permanent_recruiting, sourcing","The description focuses solely on an executive search platform with a referral network and does not mention any specific industry, client size, or geographic focus. Consequently, the industry and client classifications are set to unknown, and the specificity is low due to the generic positioning.",YES,"Inkwell is an executive search platform that utilizes a premier referral network and smart-matching technology to connect companies with top-tier candidates more efficiently than traditional methods. The company targets organizations looking to hire experienced professionals, particularly in high-sa"
73,Perform Search,http://www.performsearch.com,executive_search,,9,"The description explicitly states that Perform Search’s core services are executive search (and advisory). No other listed services (staffing, permanent recruiting, RPO, sourcing) are mentioned.",executive_search,sourcing,"The description only references executive search and advisory services, with no industry or client‑size cues, leading to an executive_search primary service and unknown industry. Absence of pricing or contract details results in a not_specified business model and low specificity.",YES,Perform Search is an executive recruiting firm that specializes in connecting businesses with pre-identified talent rather than searching for candidates. The company focuses on providing access to a curated community of rising talent and industry expertise. Its core services include executive search
74,Kindred,http://www.kindredpartners.com,executive_search,,9,The company explicitly states it specializes in executive search for technology startups and highlights its executive talent recruiting focus; no other services are mentioned.,executive_search,,"The firm repeatedly emphasizes executive search for venture‑backed technology startups, indicating a clear niche in the IT sector (SaaS). The client roster and mention of early and growth stage companies point to VC‑backed growth‑stage clients, leading to a vc_growth classification.",YES,"Kindred Partners specializes in executive search services for technology startups, focusing on innovative enterprises in the Enterprise, Consumer, and Healthcare sectors. The company has completed over 2,000 searches and has supported $1.4 trillion in growth across its client portfolio, which includ"
75,BSG Fund,http://www.broadstreetglobal.com,executive_search,,7,"The firm highlights ""professional search experience"" and positions itself as providing ""human capital solutions"" to financial services clients, which aligns with executive‑level recruiting (executive search). No explicit mention of temporary staffing, RPO, or pure sourcing is present.",executive_search,,"The firm emphasizes professional search experience for investment banking and capital markets, indicating executive search. It serves large financial institutions and banks, pointing to an enterprise client base. Finance is the dominant industry, with investment banking as the sub‑industry, and the firm operates globally despite a regional US focus.",YES,"Broadstreet Global is a private equity firm based in Greenville, South Carolina, specializing in land infrastructure development and real estate investments. The firm has completed over $5 billion in transactions and manages a portfolio that supports over 3,000 professionals. Broadstreet focuses on "
76,BSG Fund,http://www.broadstreetglobal.com,executive_search,"sourcing, permanent_recruiting",7,"The firm emphasizes ""professional search experience"" and ""human capital solutions"" for financial services, indicating a focus on senior‑level (C‑suite/VP) placements typical of executive search. No mention of temporary staffing or RPO, but candidate sourcing and full‑time placement are implied.",unknown,,"The text emphasizes financial services consulting (investment banking, capital markets) and mentions large financial institutions as primary clients, leading to a finance primary industry with investment banking sub‑industry. No clear recruiting service is described, so service is unknown. Client base appears enterprise‑scale, and the firm operates globally despite a regional focus.",NO,"Broadstreet Global is a private equity firm based in Greenville, South Carolina, specializing in land infrastructure development, home development, hotel lodging, land banking, restaurants, specialty finance, crypto mining, self-storage facilities, and automobile dealerships. The firm has completed "
77,NewCo,http://www.newcotalent.com,executive_search,,9,"The company explicitly describes itself as an executive search firm that provides retained executive search services for private‑equity portfolio companies. No other services (staffing, permanent recruiting, RPO, or pure sourcing) are mentioned.",executive_search,sourcing,"The text repeatedly emphasizes serving private‑equity firms, making finance the dominant industry and private_equity the clear sub‑industry. The firm offers retained executive search, indicating a retained business model and a high‑specificity niche. Client type is inferred as mid‑market based on the ""lower to middle market"" qualifier, while no exact client profile code matches, so unknown_type is used.",YES,Newco Talent is an executive search firm specializing in talent acquisition for lower to middle market private equity firms. The company focuses on providing services from pre-close introductions to validate investment theses to complete management build-outs post-transaction through retained execut
78,Emerging,http://www.emergingglobe.com,executive_search,,9,The company explicitly describes itself as a specialized executive search firm focusing on senior‑level finance roles; no other recruiting or staffing services are mentioned.,executive_search,,"The firm explicitly markets executive search for investment banking roles, a clear niche within finance, and lists multiple banking client types across regions, indicating a dominant finance focus. The breadth of client sizes (large banks and regional boutiques) leads to a mixed client profile. No pricing or contract model is disclosed, so business model is not specified.",YES,"Emerging Globe Group, LLC is a specialized executive search firm focused on investment banking. The company targets clients in the financial services sector, specifically those seeking to fill executive-level positions. While the specific characteristics of the ideal client profile (ICP) are not exp"
79,BSG Fund,http://www.broadstreetglobal.com,executive_search,,7,"The description highlights professional search experience, human‑capital solutions, and a focus on senior‑level financial‑services talent, which aligns with executive search. No other recruiting services (staffing, RPO, permanent recruiting, sourcing) are explicitly mentioned.",unknown,,"The text repeatedly emphasizes finance‑related activities (private equity, investment banking, capital markets) and lists high‑net‑worth and institutional investors as primary clients, indicating a dominant finance focus. No recruiting services are described, so service is unknown. The firm serves large, often public or private, financial institutions, fitting an enterprise client profile. Geographic reach is global due to Asia Pacific consulting and worldwide financial institution clients.",NO,"Broadstreet Global is a private equity firm based in Greenville, South Carolina, specializing in land infrastructure development and real estate investments. The firm has completed over $5 billion in transactions and manages a portfolio that supports over 3,000 professionals. Its primary focus is on"
80,Thrive Resources,http://www.thriveresources.com,executive_search,,9,"The description repeatedly emphasizes executive search as the core offering (e.g., ""executive search"", ""connect our clients with top talent"", ""leadership solutions for PE firms""). No other listed service categories (staffing, permanent recruiting, RPO, sourcing) are explicitly mentioned.",executive_search,,"The firm repeatedly emphasizes serving private equity firms and their portfolio companies, indicating a clear finance (private equity) focus. Executive search is described as a retained service, and the niche language around PE talent and leadership confirms a high‑specificity classification.",YES,Thrive Resources specializes in providing executive search and leadership solutions specifically for the private equity (PE) sector. The company aims to enhance the hiring process for private equity firms and portfolio companies by connecting them with high-performance leaders and teams. Thrive Reso
