company_name,company_website,primary_service,secondary_services,business_model,primary_industry,secondary_industries,sub_industry,specificity,company_type,client_profile,company_stage,geography,confidence,detected_signals,reasoning
Genuine Search,http://www.genuinesearchgroup.com,executive_search,,retained,multi_industry,"information_technology, finance, construction, manufacturing, real_estate",it_services,low,mixed,mixed_types,not_applicable,local,7,"mentions Administrative Support, Advertising & Marketing, Construction, Finance & Accounting, Financial Services, Human Resources, Manufacturing, Real Estate, Technology; executive search firm; exclusive searches; based in NYC; serves employers and job seekers across many sectors.","The firm explicitly markets itself as an executive search firm, indicating a retained model. It lists a wide array of sectors without a dominant one, leading to a multi‑industry classification. Geographic mention of NYC qualifies as a local market, while the lack of size or stage cues results in mixed client type and low specificity."
CMRG,http://www.gocmrg.com,executive_search,permanent_recruiting,not_specified,multi_industry,"healthcare, information_technology, finance",,low,mixed,mixed_types,not_applicable,unknown,7,"mentions education, healthcare, senior living, health and fitness, technology and IT, human resources, consumer packaged goods, retail, accounting and finance, engineering, hospitality, manufacturing; also references executive search, retained and contingency recruitment, employer branding, marketing approach to recruitment.","The firm lists a wide array of industries without a clear dominant sector, leading to a multi_industry classification. Services focus on executive search and permanent placement, with both retained and contingency models mentioned, but no single business model is dominant. Client size and stage signals are absent, indicating a mixed client base."
SRI Talent,http://www.sritalent.com,executive_search,"permanent_recruiting, staffing",not_specified,multi_industry,"manufacturing, finance, healthcare",aerospace_defense,medium,enterprise,enterprise_private,not_applicable,unknown,7,"mentions aerospace, engineering, executive roles, finance and accounting, food, human resources; testimonial from a $6 billion healthcare company; sectors listed include aerospace, finance, food, healthcare; language suggests serving large organizations across multiple verticals.","The firm highlights retained search, contingent placement, and contract staffing, indicating a broad service mix with executive search as the most emphasized. Industry signals are spread across aerospace, finance, food, and healthcare with no single dominant sector, leading to a multi‑industry classification and aerospace_defense as the sub‑industry for the first secondary industry. The testimonial from a $6 B healthcare firm and references to large organizations point to an enterprise client focus."
Outside Lines,http://www.outsidelines.co,executive_search,"staffing, rpo",not_specified,other,,,high,mixed,mixed_types,not_applicable,unknown,8,"creative companies, brand, strategy, design, marketing, advertising, studios, agencies, creative founders, CEOs, heads of departments, executive leadership, individual contributors, team leads, embedded recruiting, talent architecture, organizational design, hiring plans, role definitions, Top 15 Advertising Recruiter, independent creative talent strategy, D&I strategy, contract and contingency workers","The firm repeatedly emphasizes serving creative/advertising brands, studios, and agencies, indicating a clear niche in the 'other' industry category. Executive search is the flagship offering, with staffing and embedded recruiting (RPO) as secondary services. Client base spans startups to established firms, leading to a mixed company type and profile."
BoardMember,http://www.boardmemberconnect.com,executive_search,"sourcing, permanent_recruiting",not_specified,other,,nonprofit,high,mixed,nonprofit_large,not_applicable,national,8,"nonprofit board recruitment, nonprofit organizations, board member placement, Fortune 500 companies, mission‑matched senior executives, nationwide executive sourcing, board governance, fundraising, high‑level executives, corporate board placement programs, 100% success rate, serving hundreds of nonprofits across the country","The firm explicitly focuses on recruiting board members for nonprofit organizations, a clear niche, and also offers board placement programs for Fortune 500 firms. This points to a primary industry of 'other' with sub‑industry 'nonprofit'. Client types span both large nonprofits and corporate boards, leading to a mixed client type and the 'nonprofit_large' profile. No geographic limits are mentioned, indicating national coverage."
GS2,http://www.gs2partnership.com,executive_search,"staffing, sourcing",not_specified,multi_industry,"finance, construction",,medium,mixed,mixed_types,not_applicable,global,7,"energy sector, finance sector, built environment/construction, sustainability, ESG, clean energy, climate change, social infrastructure, placemaking, purpose‑led businesses, impact‑driven organizations, executive leadership roles (CEO, CFO, COO, CTO, CPO, CSO), sustainable finance, responsible business, corporate affairs, environmental health and safety.","The firm emphasizes executive search for sustainability‑focused roles across energy, finance and built‑environment sectors, indicating a niche but spread across multiple industries, so primary_industry is set to multi_industry with finance and construction as secondary. No explicit pricing or contract model is given, leading to a not_specified business model. Client size is unclear, so a mixed client profile is used."
Inkwell,http://www.inkwell.co,executive_search,,not_specified,multi_industry,,,low,mixed,mixed_types,not_applicable,unknown,7,"no specific industry signals – description is generic executive‑search language, mentions high‑salary, high‑powered professionals, forward‑thinking companies, but no explicit sector, role, or client size cues","The site positions Inkwell as an executive search platform with a referral‑based model, which clearly defines the primary service. No industry, role, or client‑size signals are provided, so the industry is treated as multi_industry and the client profile as mixed_types. Business model and geography are not stated, leading to a moderate confidence level."
Consultative,http://www.consultativesg.com,executive_search,permanent_recruiting,not_specified,multi_industry,"finance, information_technology",accounting,medium,mixed,mixed_types,not_applicable,unknown,7,"mentions recruiting for Accounting & Finance roles (CFO, VP, Director, Manager, Senior Financial Analyst, etc.), Information Technology roles (CTO, CIO, Software Engineer, Project Manager, etc.), and Human Resources roles (CHRO, HR Director, HR Specialist, etc.); emphasizes a consultative, low‑pressure approach; provides a job portal link; no industry, client size, or geographic signals are given.","The firm clearly positions itself as an executive search provider for senior finance, IT, and HR functions, but it does not name any target industry or client size, leading to a multi‑industry classification with finance as the first secondary industry and accounting as the sub‑industry. The lack of geographic or business‑model details reduces confidence."
Executive,http://www.executivejobsearch.net,executive_search,,not_specified,multi_industry,,,high,enterprise,enterprise_private,not_applicable,unknown,8,no industry signals — generic executive search language only,"The firm explicitly markets executive search services for C‑suite leaders with high salary ranges, indicating a clear niche (executive search). No industry or sector is mentioned, so the industry is classified as multi_industry. The lack of geographic or pricing details leads to an unknown geography and not_specified business model, while the target hiring firms are presumed to be large enterprises."
Forshay,http://www.forshay.com,executive_search,"staffing, permanent_recruiting",not_specified,multi_industry,other,,medium,mixed,mixed_types,not_applicable,unknown,7,"executive search, interim HR placements, direct hire recruiting, organizational development, design thinking workshops, inclusion/diversity consulting, client Pixar (media/entertainment), focus on progressive companies, science‑based approach to inclusion, no geographic or pricing details provided.","The firm clearly markets executive search and interim HR services, indicating an executive_search primary service with staffing and permanent recruiting as secondary. No single industry dominates the narrative; only a media client (Pixar) is mentioned, so multi_industry is appropriate. Client types range from large enterprises to unspecified progressive firms, leading to a mixed client profile."
Tap,http://www.tapartners.org,executive_search,sourcing,contingency,finance,"retail, manufacturing",insurance,medium,enterprise,enterprise_public,not_applicable,unknown,8,"Clients mentioned: IVECO Group (automotive manufacturing), BNP Paribas (banking), Generali (insurance), LVMH and Kering (luxury retail). Explicit focus on insurance and finance sectors, positions filled include Financial Controllers and insurance specialists. No geographic region stated.","KiTalent is described as an executive search firm with a pay‑upon‑value model, indicating contingency executive search. The client list and explicit mention of insurance and finance point to finance as the dominant industry, with insurance as the sub‑industry. Clients are large public corporations, so enterprise_public is appropriate. No geography is provided."
Career Development,http://www.careerdevelopmentpartners.com,executive_search,permanent_recruiting,not_specified,multi_industry,,,low,mixed,mixed_types,not_applicable,unknown,5,"mentions executive search, recruitment, career transition support, outplacement, leadership development, coaching, mental health services, HR solutions; no specific industry or sector references.","The company highlights executive search and broader talent management services without naming any industry, client size, or geography. This generic positioning leads to a multi‑industry classification and mixed client profile, with low specificity due to lack of niche signals."
US Quanta,http://www.usquanta.com,executive_search,staffing,not_specified,multi_industry,"finance, other",,low,mixed,mixed_types,not_applicable,global,7,"executive search & recruitment, HR consulting, flexible staffing, C‑suite and mid‑level manager placements, roles in finance, sales, marketing, operations, serving clients in North America and Europe (including Italy), mentions of various industries but no dominant sector.","The firm explicitly markets executive search and flexible staffing across many sectors, with only a finance role mention as a hint, leading to a multi‑industry classification. No client size or VC signals are provided, so the client profile is mixed. Geography spans North America and Europe, qualifying as global."
Hello Jagger,http://www.hellojagger.com,executive_search,,not_specified,multi_industry,,,low,unknown,unknown_type,not_applicable,unknown,5,"generic headhunting language, mentions serving companies across various sectors, no specific industry, no client size or stage details, no geographic focus","The text only describes a generic headhunting service without industry, client size, or geographic details, leading to a multi-industry classification and low specificity. Executive search is inferred from the term 'head hunting', but no business model or client profile is evident."
Acute,http://www.acute-talent.com,executive_search,"staffing, permanent_recruiting",not_specified,multi_industry,"information_technology, other",ai_ml,low,unknown,unknown_type,not_applicable,global,5,"mentions executive search, permanent recruitment, staff augmentation, bilingual virtual assistants, AI and big data, call center team building, HR consulting, technology consulting (SAP, digital transformation, e-commerce), serves North America, United Kingdom, Ibero-America; no specific industry or client size signals.","The site lists executive search first, so it is the primary service, with staffing and permanent recruiting as secondary. No industry is emphasized; signals are generic across tech, AI, and BPO, leading to a multi‑industry classification. Lack of client size or sector details results in low specificity and unknown client profile."
Broadstreet,http://www.broadstreetglobal.com,executive_search,,not_specified,construction,finance,real_estate_development,high,enterprise,enterprise_private,not_applicable,local,7,"land infrastructure development, real estate investments, home development, hotel/lodging, land banking, restaurants, specialty finance, crypto mining, self‑storage facilities, automobile dealerships; financial services consulting with emphasis on investment banking, capital markets, structured products, alternative asset classes; clients include high‑net‑worth individuals, family offices, registered investment advisors, institutional investors, large financial institutions, regional banks, asset managers, boutique firms; regional focus on the Carolinas and mention of Asia Pacific and global clients.","The text emphasizes land infrastructure and real‑estate services (dominant sector) alongside financial‑services consulting, leading to a primary construction industry classification with real_estate_development sub‑industry. Executive‑search language and high‑level client types (institutional investors, large banks) suggest an executive search service for enterprise‑level clients. Geographic focus on the Carolinas defines a local scope."
Prosperity HR,http://www.rogers-group.com,executive_search,"permanent_recruiting, staffing",not_specified,unknown,,,low,unknown,unknown_type,not_applicable,unknown,5,"no explicit industry signals; generic executive and technical search language; mentions contingent, retained, and professional contract engagements but no sector-specific client examples.","The text only describes executive and technical search services with contingent, retained, and contract options, without naming any industry verticals or client size categories. This lack of sector or client signals leads to an unknown industry and low specificity classification."
GRN Coastal,http://www.grncoastalrecruiters.com,executive_search,"permanent_recruiting, staffing",not_specified,manufacturing,"construction, information_technology",industrial_equipment,high,mixed,mixed_types,not_applicable,unknown,8,"mentions wholesale distribution and manufacturing sectors; specific industry signals include electrical, automation, industrial, construction, lighting, technology, energy, industrial supply, plumbing, HVAC, waterworks; services include executive search, entry-level/college hire programs, Talent Marketplace™ for job seekers and employers.","The firm explicitly highlights executive search as a core offering and lists many manufacturing‑related sectors (electrical, automation, HVAC, etc.), indicating a strong niche focus on manufacturing. The breadth of sector mentions (construction, technology) supports secondary industries, while the lack of size or geographic details leads to a mixed client type and unknown geography."
OSI Jobs,http://www.osijobs.com,executive_search,,retained,multi_industry,"retail, manufacturing",grocery_food_retail,high,mixed,mid_market_pe,not_applicable,national,9,"food & beverage sector, medical device manufacturing, operations/manufacturing roles, purchasing/supply chain, R&D, quality assurance/engineering, sales (national/regional/DSD), CEO/CFO/COO/GM, project management, customer service, food safety, distribution/logistics management, sanitation, PE‑backed portfolio company executive leadership, United States geography","The firm explicitly focuses on executive search for food & beverage and medical device manufacturing, indicating a clear niche (high specificity). It mentions both retained and contingency fee structures, serving PE‑backed portfolio companies as well as broader food and device firms, leading to a mixed client type and a mid‑market PE profile. No single industry dominates, so primary_industry is set to multi_industry with retail and manufacturing as secondary."
TruPath,http://www.trupathsearch.com,executive_search,"permanent_recruiting, staffing",retained,manufacturing,,electronics_manufacturing,high,mixed,mixed_types,not_applicable,national,8,"manufacturing focus; sectors mentioned: semiconductor, electronics, automotive, food, pulp and paper, metals; executive retained search; direct hire; contract-to-hire; senior-level roles; cultural fit; Arizona base; nationwide placements; 18 years experience; 16,782 senior roles filled.","The firm explicitly states it specializes in manufacturing and lists multiple manufacturing sub‑sectors, making manufacturing the dominant industry. It offers executive retained search (retained model) and also permanent and contract‑to‑hire services, indicating executive_search as the primary service. Signals point to a broad client base across the U.S., leading to a mixed client type and national geography."
American Career,http://www.americancareersearch.com,executive_search,"permanent_recruiting, sourcing",not_specified,multi_industry,,,medium,unknown,unknown_type,not_applicable,national,7,"mentions North America geography, focuses on mid and critical level positions, uses project‑based search that blends retained search rigor with contingency urgency, references 30 years of retained search experience and executive search consultants, no explicit industry or client‑size signals provided.","The firm describes a search process typical of executive search with retained and contingency elements, indicating executive_search as the primary service. No industry or client‑size signals dominate, leading to a multi_industry classification and unknown client profile. Geography is limited to North America, which is interpreted as national coverage."
Executive Hunt,http://www.executivehunt.com,executive_search,sourcing,not_specified,unknown,,,low,enterprise,enterprise_public,not_applicable,unknown,7,no industry signals – generic executive search language only,"The firm explicitly markets executive search, indicating the primary service. No industry, client size, or geographic details are provided, leading to an unknown industry classification and low specificity. References to ""high‑profile businesses and multinational corporations"" suggest enterprise‑level clients, hence the enterprise_public profile."
Milvet,http://www.themilvet.org,executive_search,"permanent_recruiting, sourcing",not_specified,multi_industry,"information_technology, finance",,high,mixed,vc_growth,series_c_plus,unknown,8,focus on hiring military veterans; serves high‑growth companies; works with private equity firms to place veterans in portfolio company leadership; works with venture‑backed companies for leadership roles; emphasizes employee retention and productivity; no geographic or size constraints mentioned.,"The firm explicitly markets veteran placement into leadership roles for private‑equity and venture‑backed high‑growth firms, indicating an executive search focus. It serves multiple sectors (PE portfolios and VC‑backed tech), so industry is multi‑industry with IT and finance as likely secondary. The veteran niche and leadership focus give a high specificity rating."
Vision Search,http://www.visionsearchpartners.com,executive_search,"staffing, sourcing",retained,multi_industry,"finance, healthcare",accounting,high,mixed,mid_market_private,not_applicable,global,8,"financial leadership searches (CFO, VP Finance, Controller) for emerging and middle‑market companies; life‑sciences financial search (biotech, pharmaceutical, medical device); examples include high‑technology manufacturer, bio‑medical venture, investment bank, cloud‑based technology services, international consumer goods company; mentions family & founder‑led businesses; Connecticut base but serves North American and international clients.","The firm explicitly positions itself as a retained executive search firm focused on financial leadership, with dedicated life‑sciences financial practice, indicating a clear niche. Client examples span finance, biotech/pharma/medical devices, and technology, showing no single dominant industry, thus multi_industry with finance and healthcare as secondary. Their target clients are emerging and middle‑market firms, leading to a mid_market private profile."
Sea Change,http://www.seachangetalent.com,executive_search,sourcing,not_specified,other,"information_technology, construction",renewables,high,mixed,vc_growth,series_c_plus,unknown,7,"climate, environmental technology, energy, infrastructure, artificial intelligence, climate-focused innovators, investors, corporations, sustainable industries, talent venture, advisory, technical search, growth/scaling phase","The firm emphasizes executive search and advisory for climate, environmental tech, energy, infrastructure, and AI, indicating a niche focus on sustainable/renewable sectors (primary industry 'other' with sub-industry 'renewables'). The mention of growth or scaling innovators points to VC‑backed, Series B/C companies, leading to a vc_growth profile. No geography or pricing model is disclosed, so those fields remain unknown."
Executive Job,http://www.executivejobsearch.net,executive_search,,not_specified,multi_industry,,,high,mixed,mixed_types,not_applicable,unknown,8,"focus on C‑suite and high‑income executives, compensation $250k‑$1.5M, executive‑level hires across all sectors, no mention of specific industry verticals or geographic limits","The firm explicitly offers executive search services for senior leaders, indicating a clear niche (executive‑level hiring) but provides no industry or geographic focus, leading to a multi‑industry classification. The lack of a stated pricing or engagement model results in a 'not_specified' business model. Client types span various company sizes, so 'mixed' and 'mixed_types' best capture the broad target audience."
Clydes,http://www.clydestaffing.com,staffing,sourcing,not_specified,other,,hospitality,high,mixed,mixed_types,not_applicable,unknown,7,"high‑net‑worth individuals and families; domestic and corporate environments; chiefs of staff, executive and personal assistants, nannies, chefs, estate managers, drivers, production assistants, publicists, stylists; personal concierge services; travel planning; event planning; assistant training; staffing for creative executives (branding, design, marketing, digital strategy); explicit mention of entertainment industry focus; Clyde Staffing brand.","The description repeatedly emphasizes premium personal and executive support for high‑net‑worth individuals, families, and entertainment‑industry clients, indicating a clear niche in hospitality‑related staffing. This points to the 'other' industry with a hospitality sub‑industry. Services are staffing‑focused with sourcing as a secondary activity. No explicit business model or geographic scope is given, leading to a mixed client type and moderate confidence."
Inkwell,http://www.inkwell.co,executive_search,"permanent_recruiting, sourcing",not_specified,unknown,,,low,unknown,unknown_type,not_applicable,unknown,7,"no industry signals — generic executive search language only; no client size, sector, or geography mentioned","The description focuses solely on an executive search platform with a referral network and does not mention any specific industry, client size, or geographic focus. Consequently, the industry and client classifications are set to unknown, and the specificity is low due to the generic positioning."
Perform Search,http://www.performsearch.com,executive_search,sourcing,not_specified,unknown,,,low,unknown,unknown_type,not_applicable,unknown,7,"mentions executive search, pre‑identified talent, curated community, advisory services, talent acquisition platform, recruitment solutions; no industry, sector, or client‑type signals present.","The description only references executive search and advisory services, with no industry or client‑size cues, leading to an executive_search primary service and unknown industry. Absence of pricing or contract details results in a not_specified business model and low specificity."
Kindred,http://www.kindredpartners.com,executive_search,,not_specified,information_technology,"healthcare, retail",saas,high,vc_backed,vc_growth,series_c_plus,unknown,8,"executive search focus; specializes in venture‑backed technology startups; mentions early and growth stage companies; serves enterprise, consumer and healthcare sectors; client list includes Amazon, Anaplan, Asana, AuditBoard, Bill.com, Coupa, Facebook, Gainsight, GitLab, Gusto, HashiCorp, Looker Data, MuleSoft, Postmates, Ripple, Samsara, TeamSnap, TheRealReal, Udemy; references to founders, CEOs, boards; no geographic or pricing details provided.","The firm repeatedly emphasizes executive search for venture‑backed technology startups, indicating a clear niche in the IT sector (SaaS). The client roster and mention of early and growth stage companies point to VC‑backed growth‑stage clients, leading to a vc_growth classification."
BSG Fund,http://www.broadstreetglobal.com,executive_search,,retained,finance,other,investment_banking,medium,enterprise,enterprise_public,not_applicable,global,7,"private equity land infrastructure, home development, hotel/lodging, land banking, restaurants, specialty finance, crypto mining, self‑storage, automobile dealerships; Asia Pacific financial services strategic consulting; investment banking, capital markets, structured products, alternative asset classes; clients include large financial institutions, regional banks, asset managers, boutique firms; mentions high‑net‑worth individuals, family offices, institutional investors; regional focus on the Carolinas, global client base.","The firm emphasizes professional search experience for investment banking and capital markets, indicating executive search. It serves large financial institutions and banks, pointing to an enterprise client base. Finance is the dominant industry, with investment banking as the sub‑industry, and the firm operates globally despite a regional US focus."
BSG Fund,http://www.broadstreetglobal.com,unknown,,not_specified,finance,other,investment_banking,medium,enterprise,enterprise_private,not_applicable,global,7,"private equity, land infrastructure development, home development, hotel lodging, land banking, restaurants, specialty finance, crypto mining, self‑storage facilities, automobile dealerships, high‑net‑worth individuals, family offices, registered investment advisors, institutional investors, focus on Carolinas, Marriott Hotels partnership, D.R. Horton partnership, Asia Pacific financial services strategic consulting, investment banking, capital markets, structured products, alternative asset classes, large financial institutions, regional banks, asset managers, boutique firms, human capital solutions, strategic advice","The text emphasizes financial services consulting (investment banking, capital markets) and mentions large financial institutions as primary clients, leading to a finance primary industry with investment banking sub‑industry. No clear recruiting service is described, so service is unknown. Client base appears enterprise‑scale, and the firm operates globally despite a regional focus."
NewCo,http://www.newcotalent.com,executive_search,sourcing,retained,finance,,private_equity,high,mid_market,unknown_type,not_applicable,global,9,"executive search firm; specializes in lower to middle market private equity firms; retained executive search; pre‑close introductions; management build‑outs post‑transaction; private‑equity operator‑led; value creation focus; high placement retention rates; broad/global operational scope; no explicit pricing model; partnership model; research, executive outreach, engagement, project management.","The text repeatedly emphasizes serving private‑equity firms, making finance the dominant industry and private_equity the clear sub‑industry. The firm offers retained executive search, indicating a retained business model and a high‑specificity niche. Client type is inferred as mid‑market based on the ""lower to middle market"" qualifier, while no exact client profile code matches, so unknown_type is used."
Emerging,http://www.emergingglobe.com,executive_search,,not_specified,finance,,investment_banking,high,mixed,mixed_types,not_applicable,global,9,"focus on investment banking, financial services sector, executive-level placements; serve buy‑side and sell‑side clients; U.S. commercial and investment banks, European banks, regional firms and local boutiques; target emerging market financial sectors with candidates from Latin America, Eastern Europe, Russia, Asia, South Africa; geographic mentions include New York, Miami, South America, Mexico, Moscow.","The firm explicitly markets executive search for investment banking roles, a clear niche within finance, and lists multiple banking client types across regions, indicating a dominant finance focus. The breadth of client sizes (large banks and regional boutiques) leads to a mixed client profile. No pricing or contract model is disclosed, so business model is not specified."
BSG Fund,http://www.broadstreetglobal.com,unknown,,not_specified,finance,other,,high,enterprise,enterprise_private,not_applicable,global,8,"private equity firm, land infrastructure development, real estate investments, high‑net‑worth individuals, family offices, registered investment advisors, institutional investors, infrastructure land development, home development, hotel/lodging, land banking, restaurants, specialty finance, crypto mining, self‑storage facilities, automobile dealerships, Marriott Hotels partnership, D.R. Horton partnership, Asia Pacific financial services strategic consulting, investment banking, capital markets, structured products, alternative asset classes, regional banks, asset managers, boutique financial firms, global client base.","The text repeatedly emphasizes finance‑related activities (private equity, investment banking, capital markets) and lists high‑net‑worth and institutional investors as primary clients, indicating a dominant finance focus. No recruiting services are described, so service is unknown. The firm serves large, often public or private, financial institutions, fitting an enterprise client profile. Geographic reach is global due to Asia Pacific consulting and worldwide financial institution clients."
Thrive Resources,http://www.thriveresources.com,executive_search,,retained,finance,,private_equity,high,mixed,mid_market_pe,not_applicable,unknown,8,"private equity firms, portfolio companies, PE talent market, executive search, leadership training, talent reviews, executive coaching, CEO introductions, focus on high‑performance leaders for PE‑backed environments","The firm repeatedly emphasizes serving private equity firms and their portfolio companies, indicating a clear finance (private equity) focus. Executive search is described as a retained service, and the niche language around PE talent and leadership confirms a high‑specificity classification."
ACG Resources,http://www.acgresources.com,staffing,"permanent_recruiting, executive_search",not_specified,finance,"information_technology, other",banking,medium,mixed,mixed_types,not_applicable,local,8,"explicit mentions of banking, finance, financial services, compliance, technology, payments, fintech, startups, consumer products, luxury goods, food services, hospitality, real estate; client size ranges from start‑ups to large enterprises; geographic focus on New York City.","The firm repeatedly emphasizes banking and finance as core markets, making finance the dominant industry; it also lists tech‑related areas (payments, technology) and a variety of other sectors, so those become secondary. Service offerings span staffing, permanent placement, and executive search, with no clear business model disclosed. Client base includes startups to large firms, leading to a mixed client type and a mixed_types profile."
TA Partners,http://www.tapartners.org,executive_search,"sourcing, permanent_recruiting",not_specified,finance,"retail, manufacturing",banking,high,enterprise,enterprise_public,not_applicable,unknown,8,"focus on insurance and finance sectors; roles such as financial controllers and insurance specialists; client logos include IVECO Group (automotive), BNP Paribas (banking), Generali (insurance), LVMH and Kering (luxury retail); executive search with 7‑10 day turnaround, direct headhunting, pay‑upon‑value model, market mapping, over 200 clients.","KiTalent is described as an executive search firm targeting insurance and finance roles, with marquee enterprise clients like BNP Paribas, Generali, LVMH, and Kering, indicating a finance primary industry and enterprise public client base. The clear mention of niche roles and sector focus yields high specificity."
Bell Search,http://www.bellsearchfirm.com,executive_search,staffing,not_specified,multi_industry,"finance, information_technology",accounting,medium,mixed,mixed_types,not_applicable,national,7,"executive search, staffing services, IT sector, financial sector, roles: Controller, CFO, Sr. Accountant, COO, Managing Director, Sr. Tax Accountant, Accounting Specialist, Automation Engineer, Manufacturing Manager, nationwide reach, Kansas City headquarters","The firm describes itself as an executive recruiting firm offering executive search and staffing, with explicit mention of serving IT and financial sectors. No single industry dominates, so multi_industry is used, and accounting is chosen as the sub‑industry based on the finance‑focused roles listed. Client size is not defined, leading to a mixed client type classification."
Norman Alex,http://www.normanalex.com,executive_search,staffing,retained,finance,information_technology,wealth_management,high,mixed,mixed_types,not_applicable,global,8,"mentions executive search, corporate development, interim management, focus on financial services, wealth and asset management, corporate finance, trading, family offices, fintech, technology, global offices in Monaco, Geneva, Paris, Miami, New York, Dubai, London, Luxembourg, Nice, Casablanca, Montevideo, and partners in Singapore; targets clients in finance and tech sectors; emphasizes human dimension and long‑term relationships.","The firm repeatedly highlights executive search for finance‑focused roles (wealth management, fintech, trading) and also mentions technology, indicating finance as the dominant industry. Executive search is a retained‑fee model for boutique firms. Signals point to serving a range of client sizes across multiple sectors, leading to a mixed client profile and global geography."
Leaders Lab,http://www.theleaderslab.co,executive_search,"rpo, staffing",not_specified,multi_industry,,,low,mixed,mid_market_private,not_applicable,unknown,6,"mentions executive recruitment, business scaling, exit preparation, direct placements, contract recruiting, strengthening internal recruiting functions, acquisition experience, placed over 1,000 leaders across various industries, market cap value; no specific industry or sector signals.","The firm focuses on executive search and also offers RPO and contract staffing, but provides no industry-specific language, indicating a multi‑industry focus. Client language points to mid‑market companies seeking growth or exit, without clear size or VC/PE signals, leading to a mixed client type and mid_market_private profile."
FullSpec,http://www.fullspecstaff.com,executive_search,permanent_recruiting,retained,healthcare,,home_care,high,mixed,mid_market_private,not_applicable,unknown,8,"senior living, home health, hospice, skilled nursing, executive search, C-level placements, Executive Directors, Sales Directors, Regional Directors, healthcare market, senior care sector","The firm explicitly markets itself as an executive search firm for senior living, home health, hospice, and skilled nursing, clearly indicating a healthcare focus and a niche in senior care. The language around C‑level and director roles points to a retained executive search model. Client types span various sized healthcare providers, leading to a mixed classification and a mid‑market private profile."
Community,http://www.communityrecruiting.com,executive_search,"permanent_recruiting, sourcing",not_specified,healthcare,,biotech,high,mixed,vc_growth,series_c_plus,global,8,"life sciences sector, biotech, pharmaceutical, biopharma, clinical development, medical affairs, clinical operations, regulatory affairs, clients Amgen and Vertex, start‑ups, mid‑sized organizations, seed funding, IPOs, acquisitions, global candidate search, Los Angeles, Hamburg, Germany, focus on CEOs, HR leaders, hiring managers, personal strategic approach.","The firm repeatedly emphasizes biotech and pharmaceutical recruiting, indicating a clear healthcare focus, and mentions serving start‑ups through IPOs, which points to VC‑backed growth‑stage clients. Their language about placing top‑level executives and scientists aligns with executive search, while also offering broader permanent hiring services."
Chalker,http://www.chalkergroup.com,executive_search,permanent_recruiting,not_specified,healthcare,,hospitals,high,enterprise,enterprise_private,not_applicable,local,8,"focus on recruiting top‑level leaders for the healthcare sector; partnerships with UAB Heersink School of Medicine and Southern Research; emphasis on relocation to Birmingham and Huntsville; mentions of career transition support, retention services, and consulting for employer recruitment programs; language targeting hospitals, medical schools, and research institutes.","The firm explicitly targets senior healthcare leaders, cites medical school and research institute partners, and positions itself as an executive‑search boutique, indicating a clear healthcare focus. The geographic scope is limited to Birmingham and Huntsville, and the client base appears to be large healthcare organizations, leading to an enterprise private classification."
Chasm Partners,http://www.chasmpartners.com,executive_search,rpo,retained,healthcare,,health_tech,high,vc_backed,vc_growth,series_c_plus,national,9,"focus on healthcare sector, healthcare technology, life sciences; executive search for VP-level and above; clients Vytalize Health and Homebase Medical; mentions of venture capital and private equity backing; high‑growth healthcare companies; at‑risk recruiting model; leadership coaching for investors, Boards, CEOs; RPO services to scale workforce quickly.","The firm repeatedly emphasizes healthcare and health‑tech focus, with executive search and RPO services, and cites VC/PE‑backed high‑growth clients, indicating a clear niche. This dominance of healthcare signals a primary industry of healthcare and sub‑industry health_tech. Client type is VC‑backed growth-stage companies, leading to vc_growth and series_c_plus stage classification."
Pellis,http://www.pellis.com,permanent_recruiting,executive_search,not_specified,healthcare,,pharma,high,enterprise,enterprise_private,not_applicable,unknown,8,"pharmaceutical, biopharmaceutical, medical device, medical diagnostic, health care products, life sciences sector, roles in R&D, engineering, manufacturing/packaging, quality assurance, regulatory compliance, quality control, validation, regulatory affairs, supply chain, 45 years experience, founded 1978, search and recruiting firm, no geographic limits mentioned","The firm explicitly focuses on pharma, biopharma, medical device and diagnostic sectors, giving a clear healthcare niche (high specificity). It offers full‑time placement/search services, fitting permanent recruiting with an executive search angle. No business model or geography is stated, and the client base appears to be large life‑science companies, leading to an enterprise classification."
Cates,http://www.catesconsulting.com,executive_search,,not_specified,healthcare,,biotech,high,mid_market,mid_market_private,not_applicable,global,8,"focus on executive recruiting, boutique executive search firm, biotech and pharmaceutical clients (Audentes Therapeutics, Asklepios BioPharmaceutical), roles in human resources and clinical development, mid-sized to larger companies, diversity and inclusion emphasis, women-owned certification, offices in California, Connecticut, Florida, global search capability","The firm explicitly markets executive search for biotech and pharma companies, making healthcare the dominant industry with a biotech sub‑industry. Their target clients are described as mid‑sized to larger firms, indicating a mid‑market focus, and they operate globally from three US states."
