id,input_id,run_id,data_json,created_at
66,91,14,"{""dreamICP"": ""CTOs and engineering directors at aerospace and high‑tech firms"", ""subniche"": ""software/hardware engineering"", ""reasoning"": ""The description shows Carlton National Resources focuses on recruiting for software/hardware engineering and life sciences. The software/hardware side targets senior‑level engineers, a niche with acute hiring pain. Buyers are the companies that pay for these hires, typically tech leaders like CTOs and engineering directors in aerospace and high‑tech industries. Their main complaint is the long time it takes to fill senior engineer roles, matching the required painTheySolve phrasing. The company is a recruiting/staffing agency, so company_type is set accordingly. The clean name is taken directly from the text."", ""company_type"": ""recruiting agency"", ""painTheySolve"": ""keep burning weeks on senior engineer hires that fall through"", ""clean_company_name"": ""Carlton National Resources""}",2026-03-23 20:03:29.8306+00
67,92,15,"{""dreamICP"": ""CTOs at mid-market tech companies"", ""subniche"": ""technology recruiting"", ""reasoning"": ""RedShift Recruiting focuses on IT and tech roles, so the most acute buyer pain is senior technical hires stalling. The target buyers are tech decision‑makers who pay agencies for hires, best captured as CTOs at mid‑market tech firms. The subniche is technology recruiting, and the company type is a technology recruiting agency. The chosen pain reflects a real complaint from those buyers."", ""company_type"": ""technology recruiting agency"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""RedShift Recruiting""}",2026-03-23 20:13:39.573056+00
68,93,15,"{""dreamICP"": ""general counsels at mid-sized law firms"", ""subniche"": ""legal staffing"", ""reasoning"": ""The firm specializes in legal recruiting and staffing, so its buyers are the companies that pay for legal talent—most commonly general counsels at law firms. Their acute pain is the lengthy, unreliable process of filling senior attorney positions, which matches the complaint style required."", ""company_type"": ""legal recruiting and staffing firm"", ""painTheySolve"": ""keep burning weeks on senior attorney hires that fall through"", ""clean_company_name"": ""Gibson Arnold & Associates""}",2026-03-23 20:13:42.691902+00
69,94,15,"{""dreamICP"": ""plant managers at food manufacturing companies"", ""subniche"": ""light industrial & warehouse staffing"", ""reasoning"": ""LaborNowHR specializes in staffing for food manufacturing, food packaging, and warehouse operations. The buyers are the companies that pay the agency—typically plant managers or operations directors who need line and warehouse workers. Their biggest complaint is the long, ineffective hiring cycles, often phrased as 'burning weeks' on line staff with no results. Thus the dream ICP is plant managers at food manufacturing companies, the subniche is light industrial & warehouse staffing, and the company type is a light industrial staffing agency."", ""company_type"": ""light industrial staffing agency"", ""painTheySolve"": ""keep burning weeks on line staff with no results"", ""clean_company_name"": ""LaborNowHR""}",2026-03-23 20:13:47.249748+00
70,95,15,"{""dreamICP"": ""audit directors at mid-market banks"", ""subniche"": ""audit and finance recruiting"", ""reasoning"": ""The agency focuses on placing audit, tax, accounting, and finance talent for companies in banking and manufacturing. The buyers are the internal finance/audit leaders who pay for these hires, so a fitting ICP is audit directors at mid‑market banks. Their common complaint is the long, unproductive time spent trying to fill senior audit roles, which matches the required casual pain phrasing."", ""company_type"": ""recruiting agency"", ""painTheySolve"": ""keep burning weeks on audit manager hires that never get filled"", ""clean_company_name"": ""Buckingham Search""}",2026-03-23 20:13:52.240207+00
71,96,15,"{""dreamICP"": ""CTOs at mid-sized tech companies"", ""subniche"": ""technical recruiting"", ""reasoning"": ""The agency specializes in engineering, software/IT, manufacturing and logistics talent, so its primary buyers are tech leaders who pay for those hires. The most acute hiring pain in this space is lengthy, unproductive senior developer searches, which matches the provided complaint phrasing. Therefore the dream ICP is phrased as CTOs at mid-sized tech companies, reflecting plural casual titles, and the pain statement captures a real‑world complaint."", ""company_type"": ""staffing and recruitment firm"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""BlackTree Technical Group""}",2026-03-23 20:13:55.378884+00
72,97,15,"{""dreamICP"": ""CFOs at regional banks"", ""subniche"": ""banking and finance executive search"", ""reasoning"": ""The description shows AJ Consultants focuses on senior leadership roles for banks and financial institutions, serving companies that pay for executive search services. The most specific buyer group is senior finance leaders at regional banks, matching the example format. The firm is an executive search firm, and its sub‑niche is banking/finance executive search. A typical client complaint is the long, unproductive time spent filling senior finance positions, captured in the casual phrasing used for painTheySolve."", ""company_type"": ""executive search firm"", ""painTheySolve"": ""keep burning weeks on senior finance hires that fall through"", ""clean_company_name"": ""AJ Consultants LLC""}",2026-03-23 20:13:58.728086+00
73,98,15,"{""dreamICP"": ""founders scaling tech teams"", ""subniche"": ""mid-search"", ""reasoning"": ""The text describes Trova connecting recruiting agencies with companies that are actively mid‑search and need hires now. The most specific buyer pain mentioned is the prolonged, unproductive effort on senior developer hires, which matches the example complaint style. Among the decision‑maker titles listed (CTOs, hiring managers, founders, VPs), founders who are scaling tech teams face the sharpest urgency to fill senior roles quickly, so they are chosen as the dreamICP. These founders typically belong to tech startups, fitting the company_type. The service focuses on companies that are mid‑search, making \""mid-search\"" the appropriate subniche. The company name is extracted directly as Trova."", ""company_type"": ""tech startups"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""Trova""}",2026-03-23 20:14:05.607499+00
74,99,15,"{""dreamICP"": ""HR directors at Fortune 500 firms"", ""subniche"": ""staff augmentation"", ""reasoning"": ""Engel Consulting Group is a consulting firm that provides staff augmentation and recruiting services to large enterprises, including Fortune 500 companies. The buyer side for recruiting agencies are the companies that pay them to find talent, so the ideal ICP are the decision‑makers who handle hiring at those large firms. HR directors at Fortune 500 firms fit the plural, casual title requirement and align with Engel's focus on large‑enterprise clients. The pain reflects a common complaint from such buyers about prolonged senior hires, matching the provided examples and avoiding corporate jargon."", ""company_type"": ""consulting firm"", ""painTheySolve"": ""can't close a senior role without it dragging on forever"", ""clean_company_name"": ""Engel Consulting Group""}",2026-03-23 20:14:09.563323+00
75,100,15,"{""dreamICP"": ""CTOs at mid-market tech companies"", ""subniche"": ""software and hardware engineering staffing"", ""reasoning"": ""The description shows Carlton National Resources focuses on recruiting for software/hardware engineering and life sciences. The tech side (software/hardware) typically faces acute hiring pain around senior engineering roles, matching the example complaint. Among the buyer titles, CTOs at mid‑market tech firms are a common decision‑maker who pay staffing agencies for these hires. Therefore the dreamICP is phrased as a plural, casual title. The subniche is the specific staffing focus (software and hardware engineering). The pain statement reflects a real‑world complaint from such buyers. The company type is a recruiting agency, and the clean name is taken directly from the text."", ""company_type"": ""recruiting agency"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""Carlton National Resources""}",2026-03-23 20:14:13.291908+00
76,101,15,"{""dreamICP"": ""special education directors at school districts"", ""subniche"": ""special education staffing"", ""reasoning"": ""The agency provides staffing for school districts in the special education sector, so the buyers are the decision‑makers who pay for those services – typically special education directors or similar administrators. This matches the required plural, casual title format. The subniche is the focus on special education staffing within the broader recruiting niche. A common complaint from these buyers is the long wait to fill critical special‑ed roles, captured in the pain statement. The company type is a staffing agency, and the clean company name is taken directly from the description."", ""company_type"": ""staffing agency"", ""painTheySolve"": ""keep waiting months for qualified special ed teachers and therapists"", ""clean_company_name"": ""National Recruiting Consultants""}",2026-03-23 20:14:15.809883+00
