_idx,first_name,_company_name,_company_website,_country,primary_service,sub_industry,client_profile,matrix_key,matrix_pain_used,custom_personalisation,full_email
227,,WeMoter HR,,,staffing,commercial_construction,mixed_types,staffing__commercial_construction,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
228,,IT-Personalberatung Dr. Dienst & Wenzel GmbH & Co. KG,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep recycling the same profiles and never land the right leader,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep recycling the same profiles and never land the right leader

worth intro'ing you?"
229,,GetIT Recruitment Agency | IT рекрутинговое агентство,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave

worth intro'ing you?"
230,,WeAreKeen | Talent Partners,,,rpo,saas,mixed_types,rpo__saas,internal recruiting team can't keep up with headcount targets,figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets and end up missing hires,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets and end up missing hires

worth intro'ing you?"
231,,Newpeople,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running digital board searches that drag on and surface wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running digital board searches that drag on and surface wrong candidates

worth intro'ing you?"
232,,hyrise,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
233,,Next Technology Professionals,,,staffing,ai_ml,mixed_types,staffing__ai_ml,nobody available for contract ML work who isn't already locked in,figured i'd reach out - i talk to a lot of AI startup CTOs and they keep saying they can't find contract ML talent that's not already locked in,"your name came up on my end,

figured i'd reach out - i talk to a lot of AI startup CTOs and they keep saying they can't find contract ML talent that's not already locked in

worth intro'ing you?"
234,,Tribe.xyz,,,rpo,null,smb_tech,rpo__null,internal recruiting team is the bottleneck and leadership knows it,ERROR: ,"your name came up on my end,

ERROR: 

worth intro'ing you?"
235,,the female factor,,,unknown,null,mixed_types,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles fast enough for the business pace,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles fast enough for the business pace

worth intro'ing you?"
236,,Doghouse Recruitment,,,permanent_recruiting,enterprise_software,mixed_types,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who know legacy stacks and actually want to stay,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who know legacy stacks and actually want to stay

worth intro'ing you?"
237,,Newr - new relations within finance,,,staffing,accounting,mixed_types,staffing__accounting,can't find experienced CPAs willing to take contract roles,figured i'd reach out - i talk to a lot of accounting firm partners and they keep saying they can't find experienced CPAs willing to take contract roles,"your name came up on my end,

figured i'd reach out - i talk to a lot of accounting firm partners and they keep saying they can't find experienced CPAs willing to take contract roles

worth intro'ing you?"
238,,Brands and Beauty GmbH,,,staffing,luxury_retail,enterprise_public,staffing__luxury_retail,keep running searches for commercial talent that drag on 4-5 months,figured i'd reach out - i talk to a lot of luxury retail brand directors and GMs and they keep saying they keep running commercial talent searches that drag on 4-5 months,"your name came up on my end,

figured i'd reach out - i talk to a lot of luxury retail brand directors and GMs and they keep saying they keep running commercial talent searches that drag on 4-5 months

worth intro'ing you?"
239,,DistantJob,,,staffing,it_services,mixed_types,staffing__it_services,keep losing contractors mid-project because margins are too thin,figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin

worth intro'ing you?"
240,,Fredriks,,,executive_search,private_equity,enterprise_private,executive_search__private_equity,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
241,,Uppeople - IT recruiting & consulting services,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave

worth intro'ing you?"
242,,ITSme International Talent Search,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
243,,Scout,,,rpo,fintech,vc_growth,rpo__fintech,internal recruiting team is the bottleneck and leadership knows it,figured i'd reach out - i talk to a lot of heads of talent at scaling companies and they keep saying they can't move reqs because internal recruiting is the bottleneck,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent at scaling companies and they keep saying they can't move reqs because internal recruiting is the bottleneck

worth intro'ing you?"
244,,Impact Personeel - Elst,,,staffing,home_care,mixed_types,staffing__home_care,can't maintain caseloads when caregivers churn every 3 months,figured i'd reach out - i talk to a lot of home health ops directors and they keep saying they can't maintain caseloads when caregivers churn every 3 months,"your name came up on my end,

figured i'd reach out - i talk to a lot of home health ops directors and they keep saying they can't maintain caseloads when caregivers churn every 3 months

worth intro'ing you?"
245,,Funded.club,,,rpo,null,vc_growth,rpo__null,internal recruiting team is the bottleneck and leadership knows it,figured i'd reach out - i talk to a lot of heads of talent at scaling startups and they keep saying they can't scale hiring because internal recruiting is the bottleneck,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent at scaling startups and they keep saying they can't scale hiring because internal recruiting is the bottleneck

worth intro'ing you?"
246,,Teft,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR in growing companies and they keep saying they keep interviewing the same candidates and never find the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in growing companies and they keep saying they keep interviewing the same candidates and never find the right fit

worth intro'ing you?"
247,,Storm Recruitment,,,staffing,null,smb_general,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
248,,UpHire,,,executive_search,it_services,mixed_types,executive_search__it_services,finding a GM who can actually grow revenue not just manage delivery,figured i'd reach out - i talk to a lot of CEOs in IT services and they keep saying they can't find a GM who actually grows revenue not just manages delivery,"your name came up on my end,

figured i'd reach out - i talk to a lot of CEOs in IT services and they keep saying they can't find a GM who actually grows revenue not just manages delivery

worth intro'ing you?"
249,,Personalinvest,,,permanent_recruiting,gaming,mixed_types,permanent_recruiting__gaming,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they recycle the same profiles and still never land the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they recycle the same profiles and still never land the right fit

worth intro'ing you?"
250,,Tribe.xyz,,,rpo,null,vc_growth,rpo__null,internal recruiting team is the bottleneck and leadership knows it,figured i'd reach out - i talk to a lot of heads of talent at scaling firms and they keep saying they can't keep up because internal recruiting is the bottleneck,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent at scaling firms and they keep saying they can't keep up because internal recruiting is the bottleneck

worth intro'ing you?"
251,,Benefit - Recruiting Company,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors hiring managers scaling and they keep saying they keep recycling the same dev profiles and still miss senior talent,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors hiring managers scaling and they keep saying they keep recycling the same dev profiles and still miss senior talent

worth intro'ing you?"
252,,DRD Recruiting,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
253,,Ascendo Sales Recruitment,,,permanent_recruiting,enterprise_software,enterprise_private,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks

worth intro'ing you?"
254,,Top Skills Recruitment,,,staffing,it_services,mixed_types,staffing__it_services,keep losing contractors mid-project because margins are too thin,figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project because margins are too thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project because margins are too thin

worth intro'ing you?"
255,,aTalent,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
256,,Recruit4vets,,,staffing,null,smb_healthcare,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
257,,KE Technology,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
258,,Plan:it,,,permanent_recruiting,dev_agencies,smb_tech,permanent_recruiting__dev_agencies,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR in growing tech firms and they keep saying they keep recycling the same profiles and never landing the right engineer,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in growing tech firms and they keep saying they keep recycling the same profiles and never landing the right engineer

worth intro'ing you?"
259,,Ambio,,,executive_search,energy_oil_gas,mixed_types,executive_search__energy_oil_gas,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
260,,WeAreKeen | Talent Partners,,,rpo,saas,vc_growth,rpo__saas,internal recruiting team can't keep up with headcount targets,figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets and end up missing growth milestones,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets and end up missing growth milestones

worth intro'ing you?"
261,,Green People Recruitment,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors hiring managers growing firms and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors hiring managers growing firms and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
262,,Senterprise - IT Experts Delivered,,,staffing,it_services,mixed_types,staffing__it_services,keep losing contractors mid-project because margins are too thin,figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin

worth intro'ing you?"
263,,Boundless,,,rpo,null,unknown_type,rpo__null,internal recruiting team is the bottleneck and leadership knows it,figured i'd reach out - i talk to a lot of talent heads scaling and they keep saying they can't get hires done because internal recruiting is the bottleneck,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent heads scaling and they keep saying they can't get hires done because internal recruiting is the bottleneck

worth intro'ing you?"
264,,With Not For,,,staffing,null,enterprise_public,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
265,,Equine Careers (UK),,,permanent_recruiting,null,smb_general,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
266,,Taylor Made,,,permanent_recruiting,ecommerce_tech,unknown_type,permanent_recruiting__ecommerce_tech,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR in growing firms and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in growing firms and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
267,,De Vroedt en Thierry | Executive Search & Leadership Consultancy,,,executive_search,null,enterprise_public,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they can't fill senior roles without dragging searches and getting wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they can't fill senior roles without dragging searches and getting wrong candidates

worth intro'ing you?"
268,,The HeadHunter Global,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
269,,Inoltra,,,staffing,enterprise_software,mixed_types,staffing__enterprise_software,can't staff implementation projects fast enough when deals close,figured i'd reach out - i talk to a lot of HR leads in enterprise software and they keep saying they can't staff SAP implementation projects fast enough when deals close,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR leads in enterprise software and they keep saying they can't staff SAP implementation projects fast enough when deals close

worth intro'ing you?"
270,,Academic Positions,,,permanent_recruiting,education,enterprise_public,permanent_recruiting__education,can't fill substitute and specialist roles before the semester starts,figured i'd reach out - i talk to a lot of HR leads in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR leads in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts

worth intro'ing you?"
271,,Arbalett,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they have to fill the same roles every year as people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they have to fill the same roles every year as people leave

worth intro'ing you?"
272,,ZuzuHR,,,permanent_recruiting,enterprise_software,mixed_types,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks

worth intro'ing you?"
273,,Babel Profiles,,,executive_search,it_services,mixed_types,executive_search__it_services,finding a GM who can actually grow revenue not just manage delivery,figured i'd reach out - i talk to a lot of CEOs in IT services and they keep saying they can't find a GM who actually grows revenue not just manages delivery,"your name came up on my end,

figured i'd reach out - i talk to a lot of CEOs in IT services and they keep saying they can't find a GM who actually grows revenue not just manages delivery

worth intro'ing you?"
274,,ERTLER EXECUTIVE SEARCH,,,executive_search,automotive,mixed_types,executive_search__automotive,production lines slowing down because skilled trades are impossible to find,figured i'd reach out - i talk to a lot of plant managers at automotive suppliers and they keep saying they can't keep production lines moving because skilled trades are impossible to find,"your name came up on my end,

figured i'd reach out - i talk to a lot of plant managers at automotive suppliers and they keep saying they can't keep production lines moving because skilled trades are impossible to find

worth intro'ing you?"
275,,WeAreKeen | Talent Partners,,,rpo,saas,vc_growth,rpo__saas,internal recruiting team can't keep up with headcount targets,figured i'd reach out - i talk to a lot of heads of talent at scaling SaaS and they keep saying they can't keep up with headcount targets and miss hiring deadlines,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent at scaling SaaS and they keep saying they can't keep up with headcount targets and miss hiring deadlines

worth intro'ing you?"
276,,Ascendo Sales Recruitment,,,permanent_recruiting,enterprise_software,mixed_types,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of hiring managers in enterprise software and they keep saying they can't find engineers who know legacy stacks and actually want the role,"your name came up on my end,

figured i'd reach out - i talk to a lot of hiring managers in enterprise software and they keep saying they can't find engineers who know legacy stacks and actually want the role

worth intro'ing you?"
277,,PEOPLE,,,executive_search,automotive,enterprise_public,executive_search__automotive,production lines slowing down because skilled trades are impossible to find,figured i'd reach out - i talk to a lot of plant managers in automotive and they keep saying they can't keep lines moving when skilled trades are impossible to find,"your name came up on my end,

figured i'd reach out - i talk to a lot of plant managers in automotive and they keep saying they can't keep lines moving when skilled trades are impossible to find

worth intro'ing you?"
278,,Capri Partners,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
279,,EMPOWER Talents & Careers,,,permanent_recruiting,telecom,mixed_types,permanent_recruiting__telecom,can't find field technicians who stay through a full deployment,figured i'd reach out - i talk to a lot of project managers in telecom and they keep saying they can't find field technicians who stay through a full deployment,"your name came up on my end,

figured i'd reach out - i talk to a lot of project managers in telecom and they keep saying they can't find field technicians who stay through a full deployment

worth intro'ing you?"
280,,Cogs,,,permanent_recruiting,supply_chain_management,enterprise_public,permanent_recruiting__supply_chain_management,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

worth intro'ing you?"
281,,Pangea,,,executive_search,energy_oil_gas,enterprise_public,executive_search__energy_oil_gas,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
282,,Ease Agency - Live with Ease | Personal Assistants,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
283,,Capri Partners,,,staffing,cybersecurity,mixed_types,staffing__cybersecurity,can't find vetted security contractors who clear background checks fast,figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast

worth intro'ing you?"
284,,Rosk,,,staffing,hospitality,smb_general,staffing__hospitality,can't hold onto floor staff long enough to stop rehiring constantly,figured i'd reach out - i talk to a lot of hospitality operators and they keep saying they can't keep floor staff long enough to stop constant rehiring,"your name came up on my end,

figured i'd reach out - i talk to a lot of hospitality operators and they keep saying they can't keep floor staff long enough to stop constant rehiring

worth intro'ing you?"
285,,Sonnar,,,executive_search,null,vc_growth,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
286,,Consea Group,,,executive_search,industrial_equipment,enterprise_private,executive_search__industrial_equipment,can't find machinists and maintenance techs who actually want the work,figured i'd reach out - i talk to a lot of plant managers in manufacturing and they keep saying they can't find machinists and maintenance techs who actually want the work,"your name came up on my end,

figured i'd reach out - i talk to a lot of plant managers in manufacturing and they keep saying they can't find machinists and maintenance techs who actually want the work

worth intro'ing you?"
287,,Keyman Executive Search,,,executive_search,banking,mixed_types,executive_search__banking,compliance headcount never keeps up with regulatory changes,figured i'd reach out - i talk to a lot of regional bank ops leads and they keep saying they can't keep compliance headcount up with regulatory changes,"your name came up on my end,

figured i'd reach out - i talk to a lot of regional bank ops leads and they keep saying they can't keep compliance headcount up with regulatory changes

worth intro'ing you?"
288,,Consea Group,,,executive_search,industrial_equipment,enterprise_private,executive_search__industrial_equipment,can't find machinists and maintenance techs who actually want the work,figured i'd reach out - i talk to a lot of plant managers in manufacturing and they keep saying they can't find machinists and maintenance techs who actually want the work,"your name came up on my end,

figured i'd reach out - i talk to a lot of plant managers in manufacturing and they keep saying they can't find machinists and maintenance techs who actually want the work

worth intro'ing you?"
289,,N2Growth,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

worth intro'ing you?"
290,,Externatic,,,permanent_recruiting,ai_ml,smb_tech,permanent_recruiting__ai_ml,everyone wants ML engineers but nobody can find ones who ship,figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find ML engineers who actually ship for us,"your name came up on my end,

figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find ML engineers who actually ship for us

worth intro'ing you?"
291,,Harmony at Home Nanny and Household Staff Agency,,,staffing,null,smb_general,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

worth intro'ing you?"
292,,Key Search,,,executive_search,saas,mixed_types,executive_search__saas,keep interviewing VP Sales candidates who can't build a team,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team

worth intro'ing you?"
293,,Sherpa (previously Kandidate),,,rpo,ai_ml,vc_growth,rpo__ai_ml,everyone wants ML engineers but nobody can find ones who ship,figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find ML engineers who actually ship fast enough,"your name came up on my end,

figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find ML engineers who actually ship fast enough

worth intro'ing you?"
294,,Amby,,,rpo,saas,mixed_types,rpo__saas,internal recruiting team can't keep up with headcount targets,figured i'd reach out - i talk to a lot of talent heads scaling SaaS and they keep saying they can't hit headcount targets because the team is always stretched thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent heads scaling SaaS and they keep saying they can't hit headcount targets because the team is always stretched thin

worth intro'ing you?"
295,,JobGo,,,sourcing,enterprise_software,mixed_types,sourcing__enterprise_software,can't staff implementation projects fast enough when deals close,figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close

worth intro'ing you?"
296,,Doghouse Recruitment,,,permanent_recruiting,enterprise_software,mixed_types,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who know legacy stacks and actually want the job,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who know legacy stacks and actually want the job

worth intro'ing you?"
297,,Canda | Embedded Talent solutions | B Corp,,,rpo,saas,vc_early,rpo__saas,internal recruiting team can't keep up with headcount targets,figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets as we scale fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets as we scale fast

worth intro'ing you?"
298,,N2Growth,,,executive_search,hospitals,mixed_types,executive_search__hospitals,can't fill last-minute shifts without paying agency premiums,figured i'd reach out - i talk to a lot of HR in hospitals and they keep saying they can't fill last-minute shifts without paying agency premiums,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in hospitals and they keep saying they can't fill last-minute shifts without paying agency premiums

worth intro'ing you?"
299,,Heia Nord-Norge,,,permanent_recruiting,food_beverage,smb_general,permanent_recruiting__food_beverage,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors & hiring managers in growth and they keep saying they keep recycling the same profiles and never hitting the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors & hiring managers in growth and they keep saying they keep recycling the same profiles and never hitting the right fit

worth intro'ing you?"
300,,Pzazz,,,unknown,null,unknown_type,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops at scaling companies and they keep saying they can't fill roles fast enough for the business pace,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops at scaling companies and they keep saying they can't fill roles fast enough for the business pace

worth intro'ing you?"
