_idx,first_name,_company_name,_company_website,_country,primary_service,sub_industry,client_profile,matrix_key,matrix_pain_used,custom_personalisation,full_email
167,,missing-link.io,,,executive_search,null,vc_growth,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
168,,Profiles Creative,,,staffing,ecommerce_tech,mixed_types,staffing__ecommerce_tech,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
169,,SEC Professionals,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
170,,Wave Talent,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

can plug you into the deal flow if you want"
171,,IT Talent,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave

can plug you into the deal flow if you want"
172,,Partner Group,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
173,,Talanton,,,executive_search,null,unknown_type,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
174,,Mainder,,,sourcing,null,mixed_types,sourcing__null,pipeline is always thin because finding the right people is the hardest part,figured i'd reach out - i talk to a lot of talent leads scaling and they keep saying they keep seeing a thin bench whenever a req opens,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads scaling and they keep saying they keep seeing a thin bench whenever a req opens

can plug you into the deal flow if you want"
175,,Knikkers Uitzendwerk,,,staffing,hospitality,smb_general,staffing__hospitality,can't hold onto floor staff long enough to stop rehiring constantly,figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't hold onto floor staff long enough to stop rehiring constantly,"your name came up on my end,

figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't hold onto floor staff long enough to stop rehiring constantly

can plug you into the deal flow if you want"
176,,"Sharp BH Global Manpower, Inc.",,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
177,,Harrington Starr,,,permanent_recruiting,fintech,mixed_types,permanent_recruiting__fintech,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never find the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never find the right fit

can plug you into the deal flow if you want"
178,,Connecting Talent,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every 12 months when people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every 12 months when people leave

can plug you into the deal flow if you want"
179,,Seven Executive Limited,,,executive_search,specialty_trades,mixed_types,executive_search__specialty_trades,can't staff skilled trades fast enough when projects ramp up,figured i'd reach out - i talk to a lot of ops leads in construction trades and they keep saying they can't staff skilled trades fast enough when projects ramp up,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops leads in construction trades and they keep saying they can't staff skilled trades fast enough when projects ramp up

can plug you into the deal flow if you want"
180,,BRANDTY,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR in growth companies and they keep saying they keep interviewing the same profiles and never hitting cultural fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in growth companies and they keep saying they keep interviewing the same profiles and never hitting cultural fit

can plug you into the deal flow if you want"
181,,Arc.dev,,,staffing,it_services,mixed_types,staffing__it_services,keep losing contractors mid-project because margins are too thin,figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing remote contractors mid-project as margins stay thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing remote contractors mid-project as margins stay thin

can plug you into the deal flow if you want"
182,,Sonnar,,,executive_search,null,vc_growth,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
183,,WORQUE,,,staffing,null,enterprise_private,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
184,,itMatch,,,permanent_recruiting,ai_ml,mixed_types,permanent_recruiting__ai_ml,everyone wants ML engineers but nobody can find ones who ship,figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find machine learning engineers who actually ship product features,"your name came up on my end,

figured i'd reach out - i talk to a lot of AI CTOs and they keep saying they can't find machine learning engineers who actually ship product features

can plug you into the deal flow if you want"
185,,Metro Solutions,,,staffing,null,unknown_type,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't scale headcount quickly when the business needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't scale headcount quickly when the business needs it

can plug you into the deal flow if you want"
186,,Keyman Personnel,,,staffing,civil_infrastructure,mixed_types,staffing__civil_infrastructure,public works deadlines don't move but the skilled labor pool keeps shrinking,figured i'd reach out - i talk to a lot of project directors in infrastructure and they keep saying they can't meet public works deadlines as skilled labor keeps shrinking,"your name came up on my end,

figured i'd reach out - i talk to a lot of project directors in infrastructure and they keep saying they can't meet public works deadlines as skilled labor keeps shrinking

can plug you into the deal flow if you want"
187,,Craft,,,staffing,null,enterprise_private,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
188,,Black Belt,,,permanent_recruiting,education,mixed_types,permanent_recruiting__education,can't fill substitute and specialist roles before the semester starts,figured i'd reach out - i talk to a lot of HR in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts

can plug you into the deal flow if you want"
189,,Ronald James Group,,,permanent_recruiting,enterprise_software,mixed_types,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want legacy stacks

can plug you into the deal flow if you want"
190,,Clarkson Owens Recruitment Limited,,,staffing,civil_infrastructure,mixed_types,staffing__civil_infrastructure,public works deadlines don't move but the skilled labor pool keeps shrinking,figured i'd reach out - i talk to a lot of project directors in infrastructure and they keep saying they can't meet static public works deadlines as skilled labor shrinks,"your name came up on my end,

figured i'd reach out - i talk to a lot of project directors in infrastructure and they keep saying they can't meet static public works deadlines as skilled labor shrinks

can plug you into the deal flow if you want"
191,,Schollmeyer&Steidl,,,executive_search,accounting,mixed_types,executive_search__accounting,finding a CFO who understands both client work and firm operations,figured i'd reach out - i talk to a lot of accounting and advisory partners and they keep saying they can't find a CFO who gets client work and firm operations,"your name came up on my end,

figured i'd reach out - i talk to a lot of accounting and advisory partners and they keep saying they can't find a CFO who gets client work and firm operations

can plug you into the deal flow if you want"
192,,EarnFlex,,,staffing,specialty_trades,smb_trades,staffing__specialty_trades,can't staff skilled trades fast enough when projects ramp up,figured i'd reach out - i talk to a lot of ops leads in construction and trades and they keep saying they can't staff skilled trades fast enough when projects ramp up,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops leads in construction and trades and they keep saying they can't staff skilled trades fast enough when projects ramp up

can plug you into the deal flow if you want"
193,,bits&birds,,,executive_search,null,unknown_type,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at digital firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at digital firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
194,,Cesop HR Consulting Company,,,sourcing,null,enterprise_private,sourcing__null,pipeline is always thin because finding the right people is the hardest part,figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they keep having a thin pipeline and can't find the right people,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they keep having a thin pipeline and can't find the right people

can plug you into the deal flow if you want"
195,,Key Search,,,executive_search,saas,mixed_types,executive_search__saas,keep interviewing VP Sales candidates who can't build a team,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team

can plug you into the deal flow if you want"
196,,PARETTi Recruitment,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
197,,MI agency,,,permanent_recruiting,gaming,mixed_types,permanent_recruiting__gaming,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors hiring managers scaling and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors hiring managers scaling and they keep saying they keep interviewing the same candidates and never finding the right fit

can plug you into the deal flow if you want"
198,,Profil d.o.o.,,,executive_search,enterprise_software,mixed_types,executive_search__enterprise_software,can't find a CRO who's actually built an enterprise sales motion before,figured i'd reach out - i talk to a lot of founders in enterprise software and they keep saying they can't find a CRO who's actually built an enterprise sales motion before,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders in enterprise software and they keep saying they can't find a CRO who's actually built an enterprise sales motion before

can plug you into the deal flow if you want"
199,,Talent,,,staffing,health_tech,mixed_types,staffing__health_tech,need clinical and tech hybrid talent that barely exists in the market,figured i'd reach out - i talk to a lot of ops leads at digital health and they keep saying they can't find clinical‑tech hybrid talent that barely exists,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops leads at digital health and they keep saying they can't find clinical‑tech hybrid talent that barely exists

can plug you into the deal flow if you want"
200,,Copello Global,,,permanent_recruiting,cybersecurity,enterprise_public,permanent_recruiting__cybersecurity,security hiring is so niche that most agencies send completely wrong profiles,figured i'd reach out - i talk to a lot of CISOs in cyber security and they keep saying they can't get right profiles because agencies send completely wrong ones,"your name came up on my end,

figured i'd reach out - i talk to a lot of CISOs in cyber security and they keep saying they can't get right profiles because agencies send completely wrong ones

can plug you into the deal flow if you want"
201,,Includability B Corp,,,unknown,null,unknown_type,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles without burning 3-4 months and losing momentum,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles without burning 3-4 months and losing momentum

can plug you into the deal flow if you want"
202,,James Lewis Ltd,,,staffing,null,mixed_types,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't scale headcount quickly when projects ramp up,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR leaders mid-market and they keep saying they can't scale headcount quickly when projects ramp up

can plug you into the deal flow if you want"
203,,Millbank,,,permanent_recruiting,automotive,mixed_types,permanent_recruiting__automotive,production lines slowing down because skilled trades are impossible to find,figured i'd reach out - i talk to a lot of plant managers at automotive suppliers and they keep saying they can't keep production lines moving when skilled trades are impossible to find,"your name came up on my end,

figured i'd reach out - i talk to a lot of plant managers at automotive suppliers and they keep saying they can't keep production lines moving when skilled trades are impossible to find

can plug you into the deal flow if you want"
204,,David Kennedy Recruitment Ltd.,,,executive_search,saas,enterprise_public,executive_search__saas,keep interviewing VP Sales candidates who can't build a team,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they keep interviewing VP Sales candidates who can't build a team

can plug you into the deal flow if you want"
205,,Keeparo - House of Employer Branding,,,sourcing,it_services,unknown_type,sourcing__it_services,keep losing contractors mid-project because margins are too thin,figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of IT managers in mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin

can plug you into the deal flow if you want"
206,,HRAS,,,unknown,ecommerce_tech,mixed_types,unknown__ecommerce_tech,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they keep losing candidates late-stage and stretching time-to-fill far,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they keep losing candidates late-stage and stretching time-to-fill far

can plug you into the deal flow if you want"
207,,ERTLER EXECUTIVE SEARCH,,,executive_search,automotive,mixed_types,executive_search__automotive,production lines slowing down because skilled trades are impossible to find,figured i'd reach out - i talk to a lot of plant managers in automotive and they keep saying they can't keep production lines moving because skilled trades are impossible to find,"your name came up on my end,

figured i'd reach out - i talk to a lot of plant managers in automotive and they keep saying they can't keep production lines moving because skilled trades are impossible to find

can plug you into the deal flow if you want"
208,,univativ Schweiz AG,,,staffing,enterprise_software,unknown_type,staffing__enterprise_software,can't staff implementation projects fast enough when deals close,figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in enterprise software and they keep saying they can't staff implementation projects fast enough when deals close

can plug you into the deal flow if you want"
209,,Iceberg,,,staffing,cybersecurity,mixed_types,staffing__cybersecurity,can't find vetted security contractors who clear background checks fast,figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast,"your name came up on my end,

figured i'd reach out - i talk to a lot of mid-market tech CISOs and they keep saying they can't find vetted security contractors who clear background checks fast

can plug you into the deal flow if you want"
210,,Harper Associates,,,permanent_recruiting,hospitality,mixed_types,permanent_recruiting__hospitality,can't hold onto floor staff long enough to stop rehiring constantly,figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't hold onto floor staff long enough to stop rehiring constantly,"your name came up on my end,

figured i'd reach out - i talk to a lot of hotel and restaurant operators and they keep saying they can't hold onto floor staff long enough to stop rehiring constantly

can plug you into the deal flow if you want"
211,,Edulance,,,staffing,education,enterprise_public,staffing__education,can't fill substitute and specialist roles before the semester starts,figured i'd reach out - i talk to a lot of HR in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in school districts and they keep saying they can't fill substitute and specialist roles before the semester starts

can plug you into the deal flow if you want"
212,,tml Partners,,,executive_search,enterprise_software,enterprise_public,executive_search__enterprise_software,can't find a CRO who's actually built an enterprise sales motion before,figured i'd reach out - i talk to a lot of enterprise software founders and they keep saying they can't find a CRO who's actually built an enterprise sales motion before,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software founders and they keep saying they can't find a CRO who's actually built an enterprise sales motion before

can plug you into the deal flow if you want"
213,,MYCO | HR & Talent Management System,,,sourcing,pharma,enterprise_public,sourcing__pharma,can't fill senior regulatory roles without burning 3-4 months,figured i'd reach out - i talk to a lot of HR in pharma and they keep saying they can't fill senior regulatory roles without burning 3-4 months,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in pharma and they keep saying they can't fill senior regulatory roles without burning 3-4 months

can plug you into the deal flow if you want"
214,,Wonderful Recruitment & Development,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never finding the right fit

can plug you into the deal flow if you want"
215,,Top Tier Talent Group,,,executive_search,null,unknown_type,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
216,,Start To Finish - Headhunting für Startups,,,executive_search,ecommerce,vc_growth,executive_search__ecommerce,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at growing companies and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
217,,FLEOX,,,staffing,specialty_trades,smb_trades,staffing__specialty_trades,can't staff skilled trades fast enough when projects ramp up,figured i'd reach out - i talk to a lot of ops leads in construction trades and they keep saying they can't staff skilled trades fast enough when projects ramp up,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops leads in construction trades and they keep saying they can't staff skilled trades fast enough when projects ramp up

can plug you into the deal flow if you want"
218,,Bluebird,,,permanent_recruiting,saas,vc_growth,permanent_recruiting__saas,posting the same roles for 6 weeks and still interviewing wrong people,figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they waste weeks posting the same roles and interview wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of SaaS founders scaling and they keep saying they waste weeks posting the same roles and interview wrong candidates

can plug you into the deal flow if you want"
219,,HeadCount,,,staffing,null,unknown_type,staffing__null,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
220,,Applied,,,unknown,null,mixed_types,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders in SaaS and they keep saying they can't fill roles without burning 3-4 months of runway,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders in SaaS and they keep saying they can't fill roles without burning 3-4 months of runway

can plug you into the deal flow if you want"
221,,TalentBait,,,sourcing,null,mixed_types,sourcing__null,pipeline is always thin because finding the right people is the hardest part,figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they keep losing candidates late-stage because pipeline stays thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they keep losing candidates late-stage because pipeline stays thin

can plug you into the deal flow if you want"
222,,AIMS International Ukraine,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs at scaling firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs at scaling firms and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
223,,ALBANIA JOBS,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never find the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep interviewing the same candidates and never find the right fit

can plug you into the deal flow if you want"
224,,Outsourcey,,,staffing,it_services,mixed_types,staffing__it_services,keep losing contractors mid-project because margins are too thin,figured i'd reach out - i talk to a lot of IT managers at mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin,"your name came up on my end,

figured i'd reach out - i talk to a lot of IT managers at mid-market tech and they keep saying they keep losing contractors mid-project as margins get too thin

can plug you into the deal flow if you want"
225,,SMRT.BIO,,,sourcing,null,mixed_types,sourcing__null,pipeline is always thin because finding the right people is the hardest part,figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they can't keep the pipeline full when the right talent drags on,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads scaling hiring and they keep saying they can't keep the pipeline full when the right talent drags on

can plug you into the deal flow if you want"
226,,TORTORICI & PARTNERS,,,executive_search,investment_banking,enterprise_private,executive_search__investment_banking,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running senior searches that drag on and surface the wrong candidates

can plug you into the deal flow if you want"
227,,WeMoter HR,,,staffing,commercial_construction,mixed_types,staffing__commercial_construction,can't flex headcount fast enough when the business actually needs it,figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it,"your name came up on my end,

figured i'd reach out - i talk to a lot of ops and HR in mid-market and they keep saying they can't flex headcount fast enough when the business actually needs it

can plug you into the deal flow if you want"
228,,IT-Personalberatung Dr. Dienst & Wenzel GmbH & Co. KG,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR in growing firms and they keep saying they keep interviewing the same candidates and never find the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR in growing firms and they keep saying they keep interviewing the same candidates and never find the right fit

can plug you into the deal flow if you want"
229,,GetIT Recruitment Agency | IT рекрутинговое агентство,,,permanent_recruiting,it_services,mixed_types,permanent_recruiting__it_services,keep filling the same roles every 12 months when people leave,figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent leads in IT services and they keep saying they keep filling the same roles every year as people leave

can plug you into the deal flow if you want"
230,,WeAreKeen | Talent Partners,,,rpo,saas,mixed_types,rpo__saas,internal recruiting team can't keep up with headcount targets,figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets and end up missing hires,"your name came up on my end,

figured i'd reach out - i talk to a lot of heads of talent in scaling SaaS and they keep saying they can't keep up with headcount targets and end up missing hires

can plug you into the deal flow if you want"
231,,Newpeople,,,executive_search,null,mixed_types,executive_search__null,keep running senior searches that drag on and surface the wrong candidates,figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running digital board searches that drag on and surface wrong candidates,"your name came up on my end,

figured i'd reach out - i talk to a lot of founders and execs scaling and they keep saying they keep running digital board searches that drag on and surface wrong candidates

can plug you into the deal flow if you want"
232,,hyrise,,,permanent_recruiting,null,mixed_types,permanent_recruiting__null,keep interviewing the same candidates and never finding the right fit,figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep recycling the same profiles and never hitting the right fit,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR directors and hiring managers and they keep saying they keep recycling the same profiles and never hitting the right fit

can plug you into the deal flow if you want"
233,,Next Technology Professionals,,,staffing,ai_ml,mixed_types,staffing__ai_ml,nobody available for contract ML work who isn't already locked in,figured i'd reach out - i talk to a lot of AI startup CTOs and they keep saying they can't find contract ML talent that's not already locked in,"your name came up on my end,

figured i'd reach out - i talk to a lot of AI startup CTOs and they keep saying they can't find contract ML talent that's not already locked in

can plug you into the deal flow if you want"
234,,Tribe.xyz,,,rpo,null,smb_tech,rpo__null,internal recruiting team is the bottleneck and leadership knows it,figured i'd reach out - i talk to a lot of talent heads scaling and they keep saying they can't get hires done because internal recruiting is the bottleneck,"your name came up on my end,

figured i'd reach out - i talk to a lot of talent heads scaling and they keep saying they can't get hires done because internal recruiting is the bottleneck

can plug you into the deal flow if you want"
235,,the female factor,,,unknown,null,mixed_types,unknown__null,finding the right people is taking longer than the business can afford,figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles fast enough for the business pace,"your name came up on my end,

figured i'd reach out - i talk to a lot of HR and ops leaders scaling and they keep saying they can't fill roles fast enough for the business pace

can plug you into the deal flow if you want"
236,,Doghouse Recruitment,,,permanent_recruiting,enterprise_software,mixed_types,permanent_recruiting__enterprise_software,finding engineers who know legacy stacks and actually want to work in them,figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want to work on legacy stacks,"your name came up on my end,

figured i'd reach out - i talk to a lot of enterprise software hiring managers and they keep saying they can't find engineers who actually want to work on legacy stacks

can plug you into the deal flow if you want"
237,,Newr - new relations within finance,,,staffing,accounting,mixed_types,staffing__accounting,can't find experienced CPAs willing to take contract roles,figured i'd reach out - i talk to a lot of accounting firm partners and they keep saying they can't find experienced CPAs willing to take contract roles,"your name came up on my end,

figured i'd reach out - i talk to a lot of accounting firm partners and they keep saying they can't find experienced CPAs willing to take contract roles

can plug you into the deal flow if you want"
238,,Brands and Beauty GmbH,,,staffing,luxury_retail,enterprise_public,staffing__luxury_retail,keep running searches for commercial talent that drag on 4-5 months,figured i'd reach out - i talk to a lot of luxury retail brand directors and GMs and they keep saying they run searches for commercial talent that drag on 4-5 months,"your name came up on my end,

figured i'd reach out - i talk to a lot of luxury retail brand directors and GMs and they keep saying they run searches for commercial talent that drag on 4-5 months

can plug you into the deal flow if you want"
